side,qty,rate,time
2,0.2,33952725360,2025-01-07 02:03:52.293
2,0.2,33794306600,2025-01-07 02:03:52.095
2,0.2,33635887840,2025-01-07 02:03:51.910
2,0.2,33477469080,2025-01-07 02:03:51.677
2,20.0,33405175660,2025-01-07 02:01:35.749
2,0.2,33319050310,2025-01-07 02:03:51.479
2,0.2,33160631550,2025-01-07 02:03:51.304
2,0.2,33002212790,2025-01-07 02:03:51.115
2,0.2,32843794030,2025-01-07 02:03:50.946
2,5.0,32738094980,2025-01-07 02:01:35.075
2,0.2,32685375270,2025-01-07 02:03:50.784
2,5.0,32642797740,2025-01-07 02:01:34.385
2,5.0,32547500500,2025-01-07 02:01:33.420
2,0.2,32526956510,2025-01-07 02:03:50.570
2,5.0,32452203260,2025-01-07 02:01:32.708
2,0.2,32368537750,2025-01-07 02:03:50.369
1,0.2,30998966770,2025-01-07 02:03:47.644
1,0.2,30840548010,2025-01-07 02:03:47.864
1,0.2,30682129250,2025-01-07 02:03:48.044
1,0.2,30523710490,2025-01-07 02:03:48.304
1,0.2,30365291730,2025-01-07 02:03:48.506
1,0.2,30206872970,2025-01-07 02:03:48.678
1,0.2,30048454210,2025-01-07 02:03:48.855
1,0.2,29890035440,2025-01-07 02:03:49.044
1,0.2,29731616680,2025-01-07 02:03:49.246
1,0.2,29573197920,2025-01-07 02:03:49.420
1,0.2,29414779160,2025-01-07 02:03:49.683
