side,qty,rate,time
2,0.2,32403858130,2025-01-15 01:26:22.402
2,0.2,32252668610,2025-01-15 01:26:22.168
2,0.2,32101479080,2025-01-15 01:26:21.948
2,0.2,31950289550,2025-01-15 01:26:21.687
2,0.2,31799100030,2025-01-15 01:26:21.476
2,0.2,31647910500,2025-01-15 01:26:21.274
2,0.2,31496720970,2025-01-15 01:26:21.006
2,0.2,31345531450,2025-01-15 01:26:20.814
2,0.2,31194341920,2025-01-15 01:26:20.631
2,0.2,31043152400,2025-01-15 01:26:20.422
2,0.2,30891962870,2025-01-15 01:26:20.228
1,0.2,29583847650,2025-01-15 01:26:17.256
1,0.2,29432658120,2025-01-15 01:26:17.535
1,0.2,29281468600,2025-01-15 01:26:17.740
1,0.2,29130279070,2025-01-15 01:26:18.021
1,0.2,28979089550,2025-01-15 01:26:18.231
1,0.2,28827900020,2025-01-15 01:26:18.515
1,0.2,28676710490,2025-01-15 01:26:18.733
1,0.2,28525520970,2025-01-15 01:26:18.935
1,0.2,28374331440,2025-01-15 01:26:19.170
1,0.2,28223141910,2025-01-15 01:26:19.395
1,0.2,28071952390,2025-01-15 01:26:19.589
