side,qty,rate,time
2,0.2,31177949330,2025-01-24 01:50:28.382
2,0.2,31032486290,2025-01-24 01:50:27.995
2,0.2,30887023250,2025-01-24 01:50:27.651
2,0.2,30741560210,2025-01-24 01:50:27.312
2,0.2,30596097170,2025-01-24 01:50:26.907
2,20.0,30513037440,2025-01-21 19:12:41.647
2,0.2,30450634130,2025-01-24 01:50:26.469
2,0.2,30305171090,2025-01-24 01:50:26.091
2,0.2,30159708060,2025-01-24 01:50:25.701
2,0.2,30014245020,2025-01-24 01:50:25.315
2,5.0,29907469830,2025-01-21 19:12:40.964
2,0.2,29868781980,2025-01-24 01:50:24.851
2,5.0,29820960170,2025-01-21 19:12:40.039
2,5.0,29734450510,2025-01-21 19:12:39.268
2,0.2,29723318940,2025-01-24 01:50:24.414
2,5.0,29647940860,2025-01-21 19:12:38.326
1,0.2,28397631960,2025-01-24 02:04:16.403
1,0.2,28252362450,2025-01-24 02:04:16.610
1,0.2,28107092950,2025-01-24 02:04:16.857
1,0.2,27961823440,2025-01-24 02:04:17.040
1,0.2,27816553940,2025-01-24 02:04:17.236
1,0.2,27671284430,2025-01-24 02:04:17.430
1,0.2,27526014930,2025-01-24 02:04:17.638
1,0.2,27380745420,2025-01-24 02:04:17.879
1,0.2,27235475920,2025-01-24 02:04:18.099
1,0.2,27090206410,2025-01-24 02:04:18.338
1,0.2,26944936910,2025-01-24 02:04:18.601
