id,network,launched,lastupdated,apiversions,feepercentage,closed,voting,voted,revoked,vspdversion,blockheight,estimatednetworkproportion
123.dcr.rocks,mainnet,2021-04-28,2023-10-09 01:43:03,[3],0.49,False,297,22510,172,1.2.0+86c25ac5d,806432,0.0065037445
big.decred.energy,mainnet,2022-05-01,2023-10-09 01:43:03,[3],0.30000000000000004,False,347,3850,20,1.2.0,806432,0.0075986510000000005
dcrhive.com,mainnet,2022-06-23,2023-10-09 01:43:03,[3],0.15,False,1275,11734,45,1.3.0-pre+a254e943f,806432,0.027920116000000002
dcrvsp.ubiqsmart.com,mainnet,2020-12-25,2023-10-09 01:43:03,[3],0.9500000000000001,False,223,9654,60,1.2.0+86c25ac5d,806432,0.004883283
decredvoting.com,mainnet,2021-02-01,2023-10-09 01:43:04,[3],1,False,118,4486,31,1.2.0,806432,0.0025839794000000003
stakey.net,mainnet,2020-10-22,2023-10-09 00:51:33,[3],1,False,508,29323,214,1.3.1+209042951,806424,0.011125712000000001
testnet-vsp.jholdstock.uk,testnet,2021-01-20,2023-10-09 01:43:03,[3],0.6900000000000001,False,463,40856,875,1.3.1+22d04116b,1230666,0.09041203
teststakepool.decred.org,testnet,2020-06-01,2023-10-09 01:43:03,[3],3,False,0,213770,1032,1.3.0-pre+de79ce74b,1230666,0
ultravsp.uk,mainnet,2020-12-01,2023-10-09 01:43:03,[3],0.30000000000000004,False,214,12225,71,1.3.0-pre+8f6b0c2e9,806432,0.0046861996000000005
vote.dcr-swiss.ch,mainnet,2023-06-30,2023-10-09 01:43:03,[3],0.25,False,334,189,0,1.3.0+43d3210dc,806432,0.0073139756000000005
vsp.coinmine.pl,mainnet,2021-01-28,2023-10-09 01:43:03,[3],0.5,False,316,28755,174,1.3.1,806432,0.006919809000000001
vsp.dcr.farm,mainnet,2020-12-09,2023-10-09 01:43:03,[3],0.15,False,194,7189,43,1.3.1,806432,0.0042482372
vsp.decredcommunity.org,mainnet,2020-11-05,2023-10-09 01:43:03,[3],0.49,False,643,10571,45,1.3.0+43d3210dc,806432,0.014080497
vsp.stakeminer.com,mainnet,2020-11-09,2023-10-09 01:43:04,[3],1,False,647,26642,165,1.3.1+22d04116b,806432,0.01416809
vspd.99split.com,mainnet,2020-11-17,2023-10-09 01:43:04,[3],0.30000000000000004,False,550,25362,153,1.3.1+22d04116b,806432,0.012043972
vspd.bass.cf,mainnet,2022-05-01,2023-10-09 01:43:04,[3],0.2,False,1354,12318,118,1.2.0,806432,0.029650068
vspd.decredbrasil.com,mainnet,2020-11-22,2023-10-09 01:43:03,[3],5,False,61,2624,20,1.3.1+22d04116b,806432,0.001335786
