id,network,launched,lastupdated,apiversions,feepercentage,closed,voting,voted,revoked,vspdversion,blockheight,estimatednetworkproportion
123.dcr.rocks,mainnet,2021-04-28,2023-10-12 01:36:37,[3],0.49,False,283,22527,172,1.2.0+86c25ac5d,807266,0.0064335726000000005
big.decred.energy,mainnet,2022-05-01,2023-10-12 01:36:37,[3],0.30000000000000004,False,320,3880,20,1.2.0,807266,0.0072747115
dcrhive.com,mainnet,2022-06-23,2023-10-12 01:36:37,[3],0.15,False,1176,11844,46,1.3.0-pre+a254e943f,807266,0.026734564000000002
dcrvsp.ubiqsmart.com,mainnet,2020-12-25,2023-10-12 01:36:37,[3],0.9500000000000001,False,209,9672,60,1.2.0+86c25ac5d,807266,0.004751296
decredvoting.com,mainnet,2021-02-01,2023-10-12 01:36:37,[3],1,False,111,4494,31,1.2.0,807266,0.0025234155
stakey.net,mainnet,2020-10-22,2023-10-12 01:36:37,[3],1,False,458,29374,214,1.3.1+209042951,807266,0.01041193
testnet-vsp.jholdstock.uk,testnet,2021-01-20,2023-10-12 01:36:37,[3],0.6900000000000001,False,471,41743,877,1.3.1+22d04116b,1232638,0.09184867000000001
teststakepool.decred.org,testnet,2020-06-01,2023-10-12 01:36:37,[3],3,False,0,213770,1032,1.3.0-pre+de79ce74b,1232638,0
ultravsp.uk,mainnet,2020-12-01,2023-10-12 01:36:37,[3],0.30000000000000004,False,200,12241,72,1.3.0-pre+8f6b0c2e9,807266,0.0045466945
vote.dcr-swiss.ch,mainnet,2023-06-30,2023-10-12 01:36:37,[3],0.25,False,303,220,0,1.3.0+43d3210dc,807266,0.0068882424
vsp.coinmine.pl,mainnet,2021-01-28,2023-10-12 01:36:37,[3],0.5,False,304,28777,174,1.3.1,807266,0.0069109756
vsp.dcr.farm,mainnet,2020-12-09,2023-10-12 01:36:37,[3],0.15,False,177,7209,43,1.3.1,807266,0.004023825
vsp.decredcommunity.org,mainnet,2020-11-05,2023-10-12 01:36:37,[3],0.49,False,594,10624,45,1.3.0+43d3210dc,807266,0.013503683
vsp.stakeminer.com,mainnet,2020-11-09,2023-10-12 01:36:37,[3],1,False,586,26704,165,1.3.1+22d04116b,807266,0.013321815
vspd.99split.com,mainnet,2020-11-17,2023-10-12 01:36:37,[3],0.30000000000000004,False,508,25405,154,1.3.1+22d04116b,807266,0.011548604
vspd.bass.cf,mainnet,2022-05-01,2023-10-12 01:36:37,[3],0.2,False,1249,12443,118,1.2.0,807266,0.028394107000000002
vspd.decredbrasil.com,mainnet,2020-11-22,2023-10-12 01:36:37,[3],5,False,63,2630,20,1.3.1+22d04116b,807266,0.0014322088
