id,network,launched,lastupdated,apiversions,feepercentage,closed,voting,voted,revoked,vspdversion,blockheight,estimatednetworkproportion
123.dcr.rocks,mainnet,2021-04-28,2023-10-01 01:50:36,[3],0.49,False,335,22413,172,1.2.0+86c25ac5d,804122,0.007996945
big.decred.energy,mainnet,2022-05-01,2023-10-01 01:50:36,[3],0.30000000000000004,False,381,3749,19,1.2.0,804118,0.009091343
dcrhive.com,mainnet,2022-06-23,2023-10-01 01:50:36,[3],0.15,False,1354,11392,41,1.3.0-pre+a254e943f,804122,0.03232198
dcrvsp.ubiqsmart.com,mainnet,2020-12-25,2023-10-01 01:50:37,[3],0.9500000000000001,False,240,9598,60,1.2.0+86c25ac5d,804122,0.005729154
decredvoting.com,mainnet,2021-02-01,2023-10-01 01:50:37,[3],1,False,142,4452,31,1.2.0,804122,0.0033897497000000003
stakey.net,mainnet,2020-10-22,2023-10-01 01:50:36,[3],1,False,598,29173,213,1.2.1+dc5819e2d,804118,0.014269352
testnet-vsp.jholdstock.uk,testnet,2021-01-20,2023-10-01 01:50:36,[3],0.6900000000000001,False,495,38233,868,1.3.1+22d04116b,1224908,0.09513742
teststakepool.decred.org,testnet,2020-06-01,2023-10-01 01:50:36,[3],3,False,0,213769,1032,1.3.0-pre+de79ce74b,1224908,0
ultravsp.uk,mainnet,2020-12-01,2023-10-01 01:50:36,[3],0.30000000000000004,False,251,12154,69,1.3.0-pre+8f6b0c2e9,804122,0.0059917406
vote.dcr-swiss.ch,mainnet,2023-06-30,2023-10-01 01:50:36,[3],0.25,False,249,108,0,1.3.0+43d3210dc,804122,0.0059439973
vsp.coinmine.pl,mainnet,2021-01-28,2023-10-01 01:50:36,[3],0.5,False,363,28672,173,1.2.0-pre+a06a62bfd,804122,0.008665346
vsp.dcr.farm,mainnet,2020-12-09,2023-10-01 01:50:36,[3],0.9500000000000001,False,169,7144,42,1.3.1,804122,0.0040342794
vsp.decredcommunity.org,mainnet,2020-11-05,2023-10-01 01:50:36,[3],0.49,False,727,10385,45,1.3.0+43d3210dc,804122,0.017354563
vsp.stakeminer.com,mainnet,2020-11-09,2023-10-01 01:50:37,[3],1,False,691,26463,163,1.3.1+22d04116b,804122,0.01649519
vspd.99split.com,mainnet,2020-11-17,2023-10-01 01:50:37,[3],0.30000000000000004,False,566,25220,145,1.3.1+22d04116b,804122,0.013511255000000002
vspd.bass.cf,mainnet,2022-05-01,2023-10-01 01:50:37,[3],0.2,False,1413,11936,113,1.2.0,804122,0.033730395
vspd.decredbrasil.com,mainnet,2020-11-22,2023-10-01 01:50:37,[3],5,False,72,2606,20,1.3.1+22d04116b,804122,0.0017187463
