id,network,launched,lastupdated,apiversions,feepercentage,closed,voting,voted,revoked,vspdversion,blockheight,estimatednetworkproportion
123.dcr.rocks,mainnet,2021-04-28,2023-10-26 01:39:34,[3],0.49,False,607,22692,172,1.2.0+86c25ac5d,811315,0.014605741
big.decred.energy,mainnet,2022-05-01,2023-10-26 01:39:34,[3],0.30000000000000004,False,298,4021,20,1.3.1,811315,0.0071705286
dcrhive.com,mainnet,2022-06-23,2023-10-26 01:39:34,[3],0.15,False,1466,12364,50,1.3.0-pre+a254e943f,811315,0.03527515
dcrvsp.ubiqsmart.com,mainnet,2020-12-25,2023-10-26 01:39:34,[3],0.9500000000000001,False,186,9762,60,1.3.1+22d04116b,811315,0.0044755647
decredvoting.com,mainnet,2021-02-01,2023-10-26 01:39:34,[3],1,False,100,4537,31,1.3.1,811315,0.0024062176
stakey.net,mainnet,2020-10-22,2023-10-26 01:39:34,[3],1,False,462,29574,215,1.3.1+209042951,811315,0.011116725000000001
testnet-vsp.jholdstock.uk,testnet,2021-01-20,2023-10-26 01:39:34,[3],0.6900000000000001,False,320,46016,893,1.3.1+22d04116b,1242905,0.06295495
teststakepool.decred.org,testnet,2020-06-01,2023-10-26 01:39:34,[3],3,False,0,213770,1032,1.3.0-pre+de79ce74b,1242904,0
ultravsp.uk,mainnet,2020-12-01,2023-10-26 01:39:34,[3],0.30000000000000004,False,331,12337,75,1.3.0-pre+8f6b0c2e9,811315,0.00796458
vote.dcr-swiss.ch,mainnet,2023-06-30,2023-10-26 01:39:34,[3],0.25,False,351,351,0,1.3.0+43d3210dc,811315,0.008445824000000001
vsp.coinmine.pl,mainnet,2021-01-28,2023-10-26 01:39:34,[3],0.5,False,315,28902,174,1.3.1,811315,0.0075795855
vsp.dcr.farm,mainnet,2020-12-09,2023-10-26 01:39:34,[3],0.15,False,270,7296,43,1.3.1,811315,0.0064967875
vsp.decredcommunity.org,mainnet,2020-11-05,2023-10-26 01:39:34,[3],0.49,False,563,10893,48,1.3.0+43d3210dc,811315,0.013547005
vsp.stakeminer.com,mainnet,2020-11-09,2023-10-26 01:39:34,[3],1,False,776,26980,166,1.3.1+22d04116b,811315,0.018672248000000002
vspd.99split.com,mainnet,2020-11-17,2023-10-26 01:39:35,[3],0.30000000000000004,False,461,25634,157,1.3.1+22d04116b,811315,0.011092664
vspd.bass.cf,mainnet,2022-05-01,2023-10-26 01:39:35,[3],0.2,False,1204,13033,120,1.2.0,811315,0.02897086
vspd.decredbrasil.com,mainnet,2020-11-22,2023-10-26 01:39:34,[3],5,False,52,2658,20,1.3.1+22d04116b,811315,0.0012512332
