id,network,launched,lastupdated,apiversions,feepercentage,closed,voting,voted,revoked,vspdversion,blockheight,estimatednetworkproportion
123.dcr.rocks,mainnet,2021-04-28,2023-10-19 01:42:59,[3],0.49,False,216,22599,172,1.2.0+86c25ac5d,809325,0.0058173984
big.decred.energy,mainnet,2022-05-01,2023-10-19 01:42:59,[3],0.30000000000000004,False,257,3948,20,1.2.0,809325,0.0069216266
dcrhive.com,mainnet,2022-06-23,2023-10-19 01:42:59,[3],0.15,False,970,12076,47,1.3.0-pre+a254e943f,809325,0.026124427000000002
dcrvsp.ubiqsmart.com,mainnet,2020-12-25,2023-10-19 01:42:59,[3],0.9500000000000001,False,175,9714,60,1.3.1+22d04116b,809325,0.0047131698
decredvoting.com,mainnet,2021-02-01,2023-10-19 01:42:59,[3],1,False,95,4519,31,1.2.0,809325,0.002558578
stakey.net,mainnet,2020-10-22,2023-10-19 01:42:59,[3],1,False,383,29470,214,1.3.1+209042951,809325,0.010315109000000001
testnet-vsp.jholdstock.uk,testnet,2021-01-20,2023-10-19 01:42:59,[3],0.6900000000000001,False,472,44119,885,1.3.1+22d04116b,1237867,0.0921695
teststakepool.decred.org,testnet,2020-06-01,2023-10-19 01:42:59,[3],3,False,0,213770,1032,1.3.0-pre+de79ce74b,1237866,0
ultravsp.uk,mainnet,2020-12-01,2023-10-19 01:42:59,[3],0.30000000000000004,False,157,12289,72,1.3.0-pre+8f6b0c2e9,809325,0.0042283866
vote.dcr-swiss.ch,mainnet,2023-06-30,2023-10-19 01:42:59,[3],0.25,False,238,290,0,1.3.0+43d3210dc,809325,0.006409911000000001
vsp.coinmine.pl,mainnet,2021-01-28,2023-10-19 01:42:59,[3],0.5,False,248,28843,174,1.3.1,809325,0.006679235
vsp.dcr.farm,mainnet,2020-12-09,2023-10-19 01:42:59,[3],0.15,False,151,7247,43,1.3.1,809325,0.0040667923
vsp.decredcommunity.org,mainnet,2020-11-05,2023-10-19 01:42:59,[3],0.49,False,460,10769,47,1.3.0+43d3210dc,809325,0.012388904000000001
vsp.stakeminer.com,mainnet,2020-11-09,2023-10-19 01:42:59,[3],1,False,451,26845,165,1.3.1+22d04116b,809325,0.012146512
vspd.99split.com,mainnet,2020-11-17,2023-10-19 01:42:59,[3],0.30000000000000004,False,406,25515,156,1.3.1+22d04116b,809325,0.010934554
vspd.bass.cf,mainnet,2022-05-01,2023-10-19 01:42:59,[3],0.2,False,1025,12738,120,1.2.0,809325,0.027605710000000002
vspd.decredbrasil.com,mainnet,2020-11-22,2023-10-19 01:42:59,[3],5,False,48,2646,20,1.3.1+22d04116b,809325,0.0012927551
