rank,useragent,count
1,/dcrwire:1.0.0/dcrd:1.8.0/,42
2,/dcrwire:1.0.0/dcrd:2.0.2/,40
3,/dcrwire:1.0.0/dcrd:2.0.3/,16
4,/dcrwire:1.0.0/dcrd:1.8.1/,13
5,/dcrwire:1.0.0/dcrd:2.0.0/,6
6,/dcrwire:1.0.0/dcrd:2.1.0(pre)/,4
7,/dcrwire:1.0.0/dcrd:2.0.1/,3
