baseID,quoteID,rate,bookVolume,change24,vol24,high24,low24,date
eth,btc,699000,0,0,0,699000,699000,01:01.0
ltc,btc,312100,0,0,0,312100,312100,01:04.0
dcr,btc,63000,0,-0.003164557,1200,65800,63000,01:00.0
doge,btc,0,0,0,0,0,0,01:06.0
dcr,usdc.eth,21097000,0,0,0,21097000,21097000,01:06.0
btc,usdc.eth,29525450000,0,0,0,29525450000,29525450000,01:01.0
dcr,ltc,20889000,0,0,0,20889000,20889000,01:01.0
