side,qty,rate,time
2,21.0,104243110,2024-09-14 02:03:19.092
2,21.0,103243650,2024-09-14 02:03:18.557
2,101.0,103035190,2024-09-14 01:50:50.833
2,101.0,102935240,2024-09-14 01:50:50.292
2,101.0,102835300,2024-09-14 01:50:49.600
2,21.0,102244200,2024-09-14 02:03:17.944
2,500.0,101000000,2024-09-13 11:27:31.534
1,150.0,99100000,2024-09-14 01:11:24.532
1,450.0,99000000,2024-09-13 11:27:46.880
1,21.0,97646320,2024-09-14 02:03:16.095
1,101.0,97048260,2024-09-14 01:50:46.565
1,101.0,96948320,2024-09-14 01:50:47.328
1,86.0,96848370,2024-09-14 01:50:48.096
1,21.0,96646870,2024-09-14 02:03:16.615
1,7.0,95647410,2024-09-14 02:03:17.132
