id,network,launched,lastupdated,apiversions,feepercentage,closed,voting,voted,revoked,vspdversion
123.dcr.rocks,mainnet,2021-04-28,2022-12-06 02:13:54,[3],0.49,False,649,18008,110,1.1.0
big.decred.energy,mainnet,2022-05-01,2022-12-06 02:13:54,[3],0.6900000000000001,False,203,949,1,1.1.1
dcrhive.com,mainnet,2022-06-23,2022-12-06 02:13:54,[3],0.666,False,159,540,0,1.1.1
dcrpool.ibitlin.com,mainnet,2021-01-13,2022-12-06 02:13:55,[3],1,False,7,1178,9,1.1.0-pre
dcrvsp.dittrex.com,mainnet,2021-04-07,2022-12-06 02:13:54,[3],5,False,14,478,2,1.2.0-pre
dcrvsp.ubiqsmart.com,mainnet,2020-12-25,2022-12-06 02:13:54,[3],0.9500000000000001,False,270,7073,39,1.1.1
decredvoting.com,mainnet,2021-02-01,2022-12-06 02:13:54,[3],1,False,194,3038,23,1.1.1
stakey.net,mainnet,2020-10-22,2022-12-06 02:13:54,[3],1,False,269,25822,186,1.1.1
testnet-vsp.jholdstock.uk,testnet,2021-01-20,2022-10-26 08:33:54,[3],10,False,0,73412,668,1.1.0-pre
teststakepool.decred.org,testnet,2020-06-01,2022-12-06 02:13:54,[3],3,False,4,213748,1029,1.1.1
ultravsp.uk,mainnet,2020-12-01,2022-12-06 02:13:54,[3],0.30000000000000004,False,1152,7266,26,1.1.1
vsp.coinmine.pl,mainnet,2021-01-28,2022-12-06 02:13:54,[3],0.5,False,278,26463,165,1.1.1
vsp.dcr.farm,mainnet,2020-12-09,2022-12-06 02:13:54,[3],0.9500000000000001,False,198,5695,35,1.1.0
vsp.decredcommunity.org,mainnet,2020-11-05,2022-12-06 02:13:54,[3],0.49,False,560,4983,17,1.1.1
vsp.stakeminer.com,mainnet,2020-11-09,2022-12-06 02:13:54,[3],1,False,589,20460,109,1.1.1
vspd-testnet.synergy-crypto.net,testnet,2021-05-01,2022-10-20 08:18:54,[3],1,True,0,68,2,1.1.1
vspd.99split.com,mainnet,2020-11-17,2022-12-06 02:13:55,[3],0.30000000000000004,False,1326,9918,40,1.1.1
vspd.bass.cf,mainnet,2022-05-01,2022-12-05 21:19:00,[3],0.2,False,840,2870,18,1.1.1
vspd.decredbrasil.com,mainnet,2020-11-22,2022-12-06 02:13:54,[3],5,False,85,1828,13,1.1.1
vspd.stakey.com,mainnet,2021-02-13,2022-10-03 23:18:54,[3],0.30000000000000004,False,1332,21042,101,1.1.0
vspd.synergy-crypto.net,mainnet,2021-06-10,2022-12-06 02:13:54,[3],0.75,True,4,889,3,1.1.1
