side,qty,rate,time
2,18.0,296700,2023-08-30 16:19:52.897
2,12.0,272000,2023-08-30 16:19:46.798
2,6.0,257200,2023-08-30 16:19:46.549
2,6.0,256200,2023-08-30 16:19:46.329
2,6.0,255200,2023-08-30 16:19:46.109
2,6.0,254200,2023-08-30 16:19:45.896
2,6.0,253200,2023-08-30 16:19:45.680
2,6.0,252200,2023-08-30 20:41:28.536
2,6.0,251300,2023-08-31 01:20:16.512
1,6.0,245900,2023-08-25 15:28:56.962
1,6.0,243300,2023-08-31 00:48:16.502
1,6.0,242400,2023-08-30 16:19:47.229
1,6.0,241400,2023-08-30 16:19:47.444
1,6.0,240400,2023-08-30 16:19:47.664
1,6.0,239400,2023-08-30 16:19:47.899
1,6.0,238400,2023-08-30 16:19:48.102
1,6.0,237400,2023-08-30 16:19:48.322
1,12.0,222600,2023-08-30 16:19:48.542
1,18.0,197900,2023-08-30 16:19:49.876
