side,qty,rate,time
2,18.0,300200,2023-08-26 15:22:09.806
2,12.0,275200,2023-08-26 15:22:09.384
2,6.0,260200,2023-08-26 15:22:03.773
2,6.0,259200,2023-08-26 15:22:03.458
2,6.0,258200,2023-08-26 15:22:03.144
2,6.0,257200,2023-08-26 15:22:02.839
2,6.0,256200,2023-08-26 15:22:02.522
2,6.0,255200,2023-08-26 15:22:02.198
2,6.0,254200,2023-08-27 00:41:36.501
1,6.0,247000,2023-08-26 06:28:08.052
1,6.0,245900,2023-08-25 15:28:56.962
1,6.0,245200,2023-08-26 15:22:04.468
1,6.0,244200,2023-08-26 15:22:04.787
1,6.0,243200,2023-08-26 15:22:05.087
1,6.0,242200,2023-08-26 15:22:05.387
1,6.0,241200,2023-08-26 15:22:06.968
1,6.0,240200,2023-08-26 15:22:07.402
1,12.0,225200,2023-08-26 15:22:07.804
1,18.0,200200,2023-08-26 15:22:08.207
