side,qty,rate,time
2,0.9,14742620,2025-02-21 01:36:00.557
2,8.3,14742620,2025-02-21 01:35:48.590
2,0.4,14615340,2025-02-21 01:05:26.092
2,0.7,14615340,2025-02-21 01:05:32.853
2,15.0,14606280,2025-02-21 01:35:48.286
2,10.0,14547140,2025-02-21 01:05:25.196
2,10.0,14478930,2025-02-21 01:05:24.371
2,15.0,14469950,2025-02-21 01:35:47.966
2,10.0,14410730,2025-02-21 01:05:23.564
2,10.0,14342520,2025-02-21 01:05:22.829
2,15.0,14333620,2025-02-21 01:35:47.668
2,250.0,14068050,2025-02-21 01:57:47.073
2,0.4,13934440,2025-02-21 01:25:16.763
2,0.4,13920810,2025-02-21 01:25:16.410
1,600.0,13248550,2025-02-21 01:57:46.412
1,15.0,12932500,2025-02-21 01:35:45.986
1,15.0,12796170,2025-02-21 01:35:46.397
1,15.0,12659840,2025-02-21 01:35:46.693
1,15.0,12523500,2025-02-21 01:35:46.989
1,15.0,12387170,2025-02-21 01:35:47.322
