side,qty,rate,time
2,8.3,14750280,2025-02-16 01:59:48.725
2,1.0,14750280,2025-02-16 02:00:00.438
2,15.0,14613890,2025-02-16 01:59:48.430
2,0.4,14585540,2025-02-16 02:17:25.459
2,0.7,14585540,2025-02-16 02:17:32.446
2,10.0,14517480,2025-02-16 02:17:24.664
2,15.0,14477490,2025-02-16 01:59:48.109
2,10.0,14449410,2025-02-16 02:17:23.545
2,10.0,14381340,2025-02-16 02:17:22.539
2,15.0,14341100,2025-02-16 01:59:47.803
2,10.0,14313280,2025-02-16 02:17:21.752
2,250.0,14048780,2025-02-16 02:17:46.832
2,0.4,13876130,2025-02-16 02:13:16.760
1,0.4,13293830,2025-02-16 02:13:16.350
1,600.0,13151180,2025-02-16 02:17:46.282
1,15.0,12938080,2025-02-16 01:59:46.196
1,15.0,12801690,2025-02-16 01:59:46.528
1,15.0,12665290,2025-02-16 01:59:46.807
1,15.0,12528900,2025-02-16 01:59:47.154
1,15.0,12392500,2025-02-16 01:59:47.461
