id,network,launched,lastupdated,apiversions,feepercentage,closed,voting,voted,revoked,vspdversion,blockheight,estimatednetworkproportion
123.dcr.rocks,mainnet,2021-04-28,2023-08-13 01:40:10,[3],0.49,False,328,21867,164,1.2.0+86c25ac5d,789604,0.0079865595
big.decred.energy,mainnet,2022-05-01,2023-08-13 01:40:10,[3],0.49,False,217,3240,18,1.2.0,789604,0.0052837906
dcrhive.com,mainnet,2022-06-23,2023-08-13 01:40:10,[3],0.1,False,1755,8891,25,1.2.1+ee0a6fa5b,789604,0.04273296
dcrvsp.ubiqsmart.com,mainnet,2020-12-25,2023-08-13 01:40:10,[3],0.9500000000000001,False,203,9263,54,1.2.0+86c25ac5d,789604,0.004942901
decredvoting.com,mainnet,2021-02-01,2023-08-13 01:40:10,[3],1,False,90,4250,27,1.2.0,789604,0.0021914340000000004
stakey.net,mainnet,2020-10-22,2023-08-13 01:40:10,[3],1,False,296,28625,205,1.2.1+dc5819e2d,789604,0.007207382500000001
testnet-vsp.jholdstock.uk,testnet,2021-01-20,2023-08-13 01:40:10,[3],0.6900000000000001,False,242,24307,223,1.2.0+86c25ac5d,1189640,0.046962935000000004
teststakepool.decred.org,testnet,2020-06-01,2023-08-13 01:40:10,[3],3,False,0,213765,1032,1.3.0-pre+de79ce74b,1189640,0
ultravsp.uk,mainnet,2020-12-01,2023-08-13 01:40:10,[3],0.30000000000000004,False,258,11745,62,1.2.1+ee0a6fa5b,789604,0.0062821107
vsp.coinmine.pl,mainnet,2021-01-28,2023-08-13 01:40:10,[3],0.5,False,190,28306,172,1.2.0-pre+a06a62bfd,789604,0.0046263607
vsp.dcr.farm,mainnet,2020-12-09,2023-08-13 01:40:10,[3],0.9500000000000001,False,146,6739,41,1.2.1,789604,0.0035549928
vsp.decredcommunity.org,mainnet,2020-11-05,2023-08-13 01:40:10,[3],0.49,False,481,9297,41,1.2.1+ee0a6fa5b,789604,0.011711997
vsp.stakeminer.com,mainnet,2020-11-09,2023-08-13 01:40:10,[3],1,False,344,25698,154,1.2.0+1c02ba8b9,789604,0.008376148
vspd.99split.com,mainnet,2020-11-17,2023-08-13 01:40:10,[3],0.30000000000000004,False,907,24027,123,1.2.1+ee0a6fa5b,789604,0.022084784
vspd.bass.cf,mainnet,2022-05-01,2023-08-13 01:40:10,[3],0.2,False,786,10111,91,1.2.0,789604,0.019138522
vspd.decredbrasil.com,mainnet,2020-11-22,2023-08-13 01:40:10,[3],5,False,68,2480,20,1.2.1+ee0a6fa5b,789604,0.0016557501000000001
