id,network,launched,lastupdated,apiversions,feepercentage,closed,voting,voted,revoked,vspdversion,blockheight,estimatednetworkproportion
123.dcr.rocks,mainnet,2021-04-28,2023-08-26 01:34:49,[3],0.49,False,304,22027,167,1.2.0+86c25ac5d,793344,0.0074211503
big.decred.energy,mainnet,2022-05-01,2023-08-26 01:34:49,[3],0.49,False,218,3325,18,1.2.0,793344,0.0053217458
dcrhive.com,mainnet,2022-06-23,2023-08-26 01:34:49,[3],0.666,False,1638,9651,30,1.2.1+ee0a6fa5b,793344,0.03998633
dcrvsp.ubiqsmart.com,mainnet,2020-12-25,2023-08-26 01:34:49,[3],0.9500000000000001,False,186,9350,57,1.2.0+86c25ac5d,793344,0.0045405724
decredvoting.com,mainnet,2021-02-01,2023-08-26 01:34:49,[3],1,False,133,4301,27,1.2.0,793344,0.0032467532000000003
stakey.net,mainnet,2020-10-22,2023-08-26 01:34:49,[3],1,False,261,28751,207,1.2.1+dc5819e2d,793344,0.006371448300000001
testnet-vsp.jholdstock.uk,testnet,2021-01-20,2023-08-26 01:34:49,[3],0.6900000000000001,False,466,27272,231,1.2.0+86c25ac5d,1198987,0.09135464
teststakepool.decred.org,testnet,2020-06-01,2023-08-26 01:34:49,[3],3,False,0,213768,1032,1.3.0-pre+de79ce74b,1198986,0
ultravsp.uk,mainnet,2020-12-01,2023-08-26 01:34:49,[3],0.30000000000000004,False,248,11853,66,1.2.1+ee0a6fa5b,793344,0.0060540964
vsp.coinmine.pl,mainnet,2021-01-28,2023-08-26 01:34:49,[3],0.5,False,177,28386,172,1.2.0-pre+a06a62bfd,793344,0.004320867
vsp.dcr.farm,mainnet,2020-12-09,2023-08-26 01:34:49,[3],0.9500000000000001,False,330,6833,41,1.2.1,793344,0.008055854000000001
vsp.decredcommunity.org,mainnet,2020-11-05,2023-08-26 01:34:49,[3],0.49,False,470,9503,41,1.2.1+ee0a6fa5b,793344,0.011473489
vsp.stakeminer.com,mainnet,2020-11-09,2023-08-26 01:34:49,[3],1,False,330,25859,155,1.2.0+1c02ba8b9,793344,0.008055854000000001
vspd.99split.com,mainnet,2020-11-17,2023-08-26 01:34:50,[3],0.30000000000000004,False,723,24408,126,1.2.1+ee0a6fa5b,793344,0.017649643
vspd.bass.cf,mainnet,2022-05-01,2023-08-26 01:34:49,[3],0.2,False,863,10487,91,1.2.0,793344,0.021067278000000002
vspd.decredbrasil.com,mainnet,2020-11-22,2023-08-26 01:34:49,[3],5,False,74,2518,20,1.2.1+ee0a6fa5b,793344,0.0018064642
