id,network,launched,lastupdated,apiversions,feepercentage,closed,voting,voted,revoked,vspdversion,blockheight,estimatednetworkproportion
123.dcr.rocks,mainnet,2021-04-28,2023-08-20 01:37:59,[3],0.49,False,314,21965,165,1.2.0+86c25ac5d,791664,0.0076738843
big.decred.energy,mainnet,2022-05-01,2023-08-20 01:37:59,[3],0.49,False,219,3280,18,1.2.0,791664,0.005352168
dcrhive.com,mainnet,2022-06-23,2023-08-20 01:37:59,[3],0.1,False,1631,9296,26,1.2.1+ee0a6fa5b,791664,0.039860208
dcrvsp.ubiqsmart.com,mainnet,2020-12-25,2023-08-20 01:37:59,[3],0.9500000000000001,False,200,9303,57,1.2.0+86c25ac5d,791664,0.0048878244
decredvoting.com,mainnet,2021-02-01,2023-08-20 01:37:59,[3],1,False,127,4270,27,1.2.0,791664,0.0031037685
stakey.net,mainnet,2020-10-22,2023-08-20 01:37:59,[3],1,False,265,28704,205,1.2.1+dc5819e2d,791664,0.0064763674
testnet-vsp.jholdstock.uk,testnet,2021-01-20,2023-08-20 01:37:59,[3],0.6900000000000001,False,372,25527,230,1.2.0+86c25ac5d,1194668,0.07118255
teststakepool.decred.org,testnet,2020-06-01,2023-08-20 01:37:59,[3],3,False,0,213767,1032,1.3.0-pre+de79ce74b,1194668,0
ultravsp.uk,mainnet,2020-12-01,2023-08-20 01:37:59,[3],0.30000000000000004,False,250,11804,66,1.2.1+ee0a6fa5b,791664,0.006109780600000001
vsp.coinmine.pl,mainnet,2021-01-28,2023-08-20 01:37:59,[3],0.5,False,191,28346,172,1.2.0-pre+a06a62bfd,791664,0.004667872
vsp.dcr.farm,mainnet,2020-12-09,2023-08-20 01:37:59,[3],0.9500000000000001,False,251,6780,41,1.2.1,791664,0.0061342195
vsp.decredcommunity.org,mainnet,2020-11-05,2023-08-20 01:37:59,[3],0.49,False,485,9411,41,1.2.1+ee0a6fa5b,791664,0.011852974
vsp.stakeminer.com,mainnet,2020-11-09,2023-08-20 01:37:59,[3],1,False,317,25798,155,1.2.0+1c02ba8b9,791664,0.0077472017
vspd.99split.com,mainnet,2020-11-17,2023-08-20 01:37:59,[3],0.30000000000000004,False,799,24247,125,1.2.1+ee0a6fa5b,791664,0.019526858
vspd.bass.cf,mainnet,2022-05-01,2023-08-20 01:37:59,[3],0.2,False,809,10321,91,1.2.0,791664,0.01977125
vspd.decredbrasil.com,mainnet,2020-11-22,2023-08-20 01:37:59,[3],5,False,79,2498,20,1.2.1+ee0a6fa5b,791664,0.0019306906
