rank,useragent,count
1,/dcrwire:1.0.0/dcrd:1.8.0(pre)/,18
2,/dcrwire:1.0.0/dcrd:1.7.5/,13
3,/dcrwire:1.0.0/dcrd:1.7.1/,13
4,/dcrwire:1.0.0/dcrd:1.7.2/,9
5,/dcrwire:0.4.0/dcrd:1.5.1/,2
6,/dcrwire:1.0.0/dcrd:1.7.0/,2
7,/dcrwire:1.0.0/dcrd:1.7.4/,2
