side,qty,rate,time
2,40.0,194000,2023-08-20 15:06:27.835
2,600.0,90000,2023-09-13 14:06:51.207
2,160.0,80000,2023-09-13 14:06:40.050
2,160.0,70000,2023-09-13 14:06:33.956
2,40.0,58000,2023-08-20 12:43:54.861
2,40.0,57500,2023-08-27 06:42:49.406
2,40.0,55500,2023-09-06 17:48:13.018
2,40.0,54500,2023-09-06 17:36:57.102
2,200.0,53400,2023-09-18 01:09:55.276
2,80.0,52900,2023-09-18 01:09:54.607
2,40.0,52200,2023-09-18 01:09:53.964
2,40.0,51700,2023-09-18 01:09:54.170
2,40.0,51500,2023-09-18 01:09:53.942
2,40.0,51400,2023-09-17 21:04:42.406
2,40.0,51300,2023-09-18 01:09:53.704
2,40.0,51200,2023-09-18 01:09:53.299
2,40.0,51100,2023-09-18 01:09:53.457
2,40.0,50900,2023-09-18 01:09:53.245
2,40.0,50700,2023-09-18 01:09:53.006
2,40.0,50700,2023-09-18 01:41:00.899
2,40.0,50700,2023-09-18 01:42:40.906
1,40.0,50300,2023-09-18 00:22:31.517
1,40.0,50200,2023-09-17 17:41:25.467
1,160.0,49900,2023-09-17 04:39:33.497
1,40.0,48800,2023-09-18 01:33:21.535
1,40.0,48700,2023-09-17 21:05:01.365
1,40.0,48700,2023-09-18 01:09:55.033
1,40.0,48500,2023-09-18 01:09:56.345
1,40.0,48500,2023-09-18 01:09:55.299
1,40.0,48300,2023-09-18 01:09:55.620
1,40.0,48100,2023-09-18 01:09:55.893
1,40.0,47900,2023-09-18 01:09:56.161
1,40.0,47700,2023-09-18 01:09:58.738
1,40.0,47200,2023-09-18 01:09:57.582
1,200.0,47000,2023-09-15 20:28:39.947
1,40.0,46200,2023-09-18 01:09:58.045
1,400.0,45000,2023-08-22 06:45:17.088
1,120.0,40000,2023-08-17 21:46:15.072
1,40.0,40000,2023-08-31 07:18:57.499
1,80.0,10000,2023-09-01 11:35:52.518
1,4000.0,300,2023-08-17 21:46:01.842
1,4000.0,200,2023-08-17 21:45:57.457
1,30000.0,100,2023-08-17 21:45:50.219
