side,qty,rate,time
2,80.0,100000000,2026-01-15 00:47:51.498
2,240.0,100000,2026-01-26 04:25:24.006
2,240.0,75000,2026-01-26 04:25:16.229
2,240.0,45000,2026-01-26 04:25:04.621
2,40.0,30000,2026-01-19 16:09:38.391
2,360.0,26000,2026-01-19 16:17:40.005
2,40.0,26000,2026-01-19 16:17:24.634
2,40.0,25240,2026-02-02 23:57:13.472
2,40.0,25240,2026-02-02 23:57:09.947
2,40.0,25200,2026-02-02 23:57:03.115
2,40.0,25080,2026-02-02 23:57:07.000
2,40.0,25080,2026-02-02 23:56:59.130
2,40.0,24990,2026-02-02 23:56:51.228
2,40.0,24870,2026-02-02 23:56:47.152
2,40.0,24560,2026-02-02 23:56:55.088
2,40.0,24190,2026-02-03 01:34:14.236
1,40.0,24000,2026-02-03 01:31:34.447
1,40.0,18000,2026-01-26 09:55:18.813
1,200.0,17510,2026-01-25 17:02:09.659
1,160.0,17500,2026-02-01 02:53:13.565
1,360.0,15000,2026-01-26 14:42:03.123
1,360.0,14000,2026-01-26 14:42:24.848
1,400.0,11000,2026-01-25 17:01:03.762
1,400.0,10000,2026-01-26 04:24:47.983
1,20000.0,590,2026-01-25 17:00:42.264
