rank,useragent,count
1,/dcrwire:1.0.0/dcrd:2.1.2/,67
2,/dcrwire:1.0.0/dcrd:2.1.1/,50
3,/dcrwire:1.0.0/dcrd:2.1.0/,21
4,/dcrwire:1.0.0/dcrd:2.0.6/,14
5,/dcrwire:1.0.0/dcrd:1.8.0/,4
6,/dcrwire:1.0.0/dcrd:2.2.0(pre)/,1
7,/dcrwire:1.0.0/dcrd:2.0.1/,1
8,/dcrwire:1.0.0/dcrd:2.0.5/,1
9,/dcrwire:1.0.0/dcrd:1.8.1/,1
10,/dcrwire:1.0.0/dcrd:2.0.3/,1
