rank,useragent,count
1,/dcrwire:1.0.0/dcrd:2.1.1/,44
2,/dcrwire:1.0.0/dcrd:2.1.0/,39
3,/dcrwire:1.0.0/dcrd:2.0.6/,29
4,/dcrwire:1.0.0/dcrd:2.0.3/,7
5,/dcrwire:1.0.0/dcrd:2.0.4/,6
6,/dcrwire:1.0.0/dcrd:2.0.5/,5
7,/dcrwire:1.0.0/dcrd:1.8.0/,3
8,/dcrwire:1.0.0/dcrd:2.1.0(pre)/,2
9,/dcrwire:1.0.0/dcrd:1.8.1/,1
10,/dcrwire:1.0.0/dcrd:2.0.1/,1
