id,network,launched,lastupdated,apiversions,feepercentage,closed,voting,voted,expired,missed,vspdversion,blockheight,estimatednetworkproportion
big.decred.energy,mainnet,2022-05-01,2025-12-08 01:31:04,[3],0.088,False,1380,16963,95,3,1.3.2,1034432,0.03537917
dcrhive.com,mainnet,2022-06-23,2025-12-08 01:31:05,[3],1,False,346,29843,226,1,1.4.0+d190a83b6,1034432,0.00887043
dcrvsp.ubiqsmart.com,mainnet,2020-12-25,2025-12-08 01:31:04,[3],0.9500000000000001,False,103,14880,100,320,1.3.2+bec2d12a0,1034431,0.0026402809
decred.stake.fun,mainnet,2021-01-28,2025-12-08 01:31:04,[3],0.5,False,237,31788,196,46,1.4.0,1034432,0.006075988500000001
decredvoting.com,mainnet,2021-02-01,2025-12-08 01:31:04,[3],1,False,141,9153,61,1,1.4.0,1034432,0.0036148285000000002
stakey.net,mainnet,2020-10-22,2025-12-08 01:31:05,[3],1,False,248,36435,279,4,1.4.0,1034432,0.0063579963
testnet-vsp.jholdstock.uk,testnet,2021-01-20,2025-12-08 01:31:04,[3],0.6900000000000001,False,487,381282,851,1064,1.4.0+d190a83b6,1800206,0.09547148
teststakepool.decred.org,testnet,2020-06-01,2025-11-30 16:16:21,[3],3,False,0,213770,488,571,1.4.0-pre+5263bfc2e,1794882,0
ultravsp.uk,mainnet,2020-12-01,2025-12-08 01:31:05,[3],0.30000000000000004,False,222,20183,125,3,1.4.0+d190a83b6,1034431,0.0056907027
vote.dcr-swiss.ch,mainnet,2023-06-30,2025-12-08 01:31:04,[3],0.18,False,711,30347,193,1,1.4.0+d190a83b6,1034432,0.018227965000000002
vsp.dcr.farm,mainnet,2020-12-09,2025-12-08 01:31:04,[3],0.5,False,944,16323,93,2,1.3.2,1034432,0.024201404000000003
vsp.decredcommunity.org,mainnet,2020-11-05,2025-12-08 01:31:05,[3],0.49,False,497,22506,141,12,1.4.0+d190a83b6,1034432,0.012741629
vsp.stakeminer.com,mainnet,2020-11-09,2025-12-08 01:31:04,[3],1,False,163,36000,236,0,1.4.0+d190a83b6,1034432,0.0041788444
vspd.bass.cf,mainnet,2022-05-01,2025-12-08 01:31:05,[3],0.16,False,200,29844,175,80,1.4.0,1034431,0.005126759000000001
