id,network,launched,lastupdated,apiversions,feepercentage,closed,voting,voted,expired,missed,vspdversion,blockheight,estimatednetworkproportion
big.decred.energy,mainnet,2022-05-01,2025-12-13 01:28:44,[3],0.088,False,1875,17228,95,6,1.4.0,1035819,0.044784676
dcrhive.com,mainnet,2022-06-23,2025-12-13 01:28:44,[3],1,False,494,29900,226,1,1.4.0+d190a83b6,1035818,0.011797578000000001
dcrvsp.ubiqsmart.com,mainnet,2020-12-25,2025-12-13 01:28:44,[3],0.9500000000000001,False,106,14891,100,320,1.4.0+d190a83b6,1035818,0.0025314642000000003
decred.stake.fun,mainnet,2021-01-28,2025-12-13 01:28:44,[3],0.5,False,218,31828,196,46,1.4.0,1035819,0.005206965
decredvoting.com,mainnet,2021-02-01,2025-12-13 01:28:44,[3],1,False,159,9170,61,2,1.4.0,1035819,0.0037977404
stakey.net,mainnet,2020-10-22,2025-12-13 01:28:44,[3],1,False,260,36471,279,5,1.4.0,1035819,0.006210142
testnet-vsp.jholdstock.uk,testnet,2021-01-20,2025-12-13 01:28:44,[3],0.6900000000000001,False,486,382935,861,1065,1.4.0+d190a83b6,1803801,0.09497753
teststakepool.decred.org,testnet,2020-06-01,2025-12-13 01:28:44,[3],3,False,0,213770,488,571,1.4.0-pre+5263bfc2e,1803801,0
ultravsp.uk,mainnet,2020-12-01,2025-12-13 01:28:44,[3],0.30000000000000004,False,306,20227,125,3,1.4.0+d190a83b6,1035819,0.007308859000000001
vote.dcr-swiss.ch,mainnet,2023-06-30,2025-12-13 01:28:44,[3],0.18,False,981,30486,195,2,1.4.0+d190a83b6,1035819,0.023431342
vsp.dcr.farm,mainnet,2020-12-09,2025-12-13 01:28:44,[3],0.5,False,1055,16480,93,7,1.4.0,1035819,0.025198843000000002
vsp.decredcommunity.org,mainnet,2020-11-05,2025-12-13 01:28:44,[3],0.49,False,560,22581,141,13,1.4.0+d190a83b6,1035819,0.013375689000000001
vsp.stakeminer.com,mainnet,2020-11-09,2025-12-13 01:28:44,[3],1,False,165,36036,238,0,1.4.0+d190a83b6,1035819,0.003941051
vspd.bass.cf,mainnet,2022-05-01,2025-12-13 01:28:44,[3],0.16,False,181,29878,176,80,1.4.0,1035819,0.004323214000000001
