id,network,launched,lastupdated,apiversions,feepercentage,closed,voting,voted,expired,missed,vspdversion,blockheight,estimatednetworkproportion
big.decred.energy,mainnet,2022-05-01,2025-12-18 01:28:30,[3],0.088,False,1784,17529,99,9,1.4.0,1037300,0.039758418000000004
dcrhive.com,mainnet,2022-06-23,2025-12-18 01:28:31,[3],1,False,470,29977,226,2,1.4.0+d190a83b6,1037300,0.010474471
dcrvsp.ubiqsmart.com,mainnet,2020-12-25,2025-12-18 01:28:30,[3],0.9500000000000001,False,111,14907,100,320,1.4.0+d190a83b6,1037300,0.002473758
decred.stake.fun,mainnet,2021-01-28,2025-12-18 01:28:31,[3],0.5,False,290,31868,196,46,1.4.0,1037300,0.0064629717
decredvoting.com,mainnet,2021-02-01,2025-12-18 01:28:30,[3],1,False,132,9202,61,2,1.4.0,1037300,0.0029417663000000003
stakey.net,mainnet,2020-10-22,2025-12-18 01:28:31,[3],1,False,243,36508,279,5,1.4.0,1037300,0.0054155244
testnet-vsp.jholdstock.uk,testnet,2021-01-20,2025-12-18 01:28:31,[3],0.6900000000000001,False,472,384581,864,1065,1.4.0+d190a83b6,1807404,0.09209756000000001
teststakepool.decred.org,testnet,2020-06-01,2025-12-18 01:28:31,[3],3,False,0,213770,488,571,1.4.0-pre+5263bfc2e,1807404,0
ultravsp.uk,mainnet,2020-12-01,2025-12-18 01:28:31,[3],0.30000000000000004,False,270,20287,125,4,1.4.0+d190a83b6,1037300,0.0060172495
vote.dcr-swiss.ch,mainnet,2023-06-30,2025-12-18 01:28:31,[3],0.18,False,950,30643,196,3,1.4.0+d190a83b6,1037300,0.021171805000000002
vsp.dcr.farm,mainnet,2020-12-09,2025-12-18 01:28:31,[3],0.5,False,952,16653,93,2,1.4.0,1037300,0.021216376000000002
vsp.decredcommunity.org,mainnet,2020-11-05,2025-12-18 01:28:31,[3],0.49,False,534,22671,142,13,1.4.0+d190a83b6,1037300,0.011900783000000002
vsp.stakeminer.com,mainnet,2020-11-09,2025-12-18 01:28:31,[3],1,False,157,36055,238,0,1.4.0+d190a83b6,1037300,0.003498919
vspd.bass.cf,mainnet,2022-05-01,2025-12-18 01:28:31,[3],0.16,False,176,29896,176,80,1.4.0,1037300,0.0039223554
