id,network,launched,lastupdated,apiversions,feepercentage,closed,voting,voted,expired,missed,vspdversion,blockheight,estimatednetworkproportion
big.decred.energy,mainnet,2022-05-01,2025-12-29 01:31:21,[3],0.088,False,1434,18142,106,9,1.4.0,1040458,0.037777603
dcrhive.com,mainnet,2022-06-23,2025-12-29 01:31:21,[3],1,False,337,30135,226,2,1.4.0+d190a83b6,1040457,0.00887683
dcrvsp.ubiqsmart.com,mainnet,2020-12-25,2025-12-29 01:31:21,[3],0.9500000000000001,False,101,14942,100,320,1.4.0+d190a83b6,1040457,0.0026604151
decred.stake.fun,mainnet,2021-01-28,2025-12-29 01:31:21,[3],0.5,False,378,31996,196,46,1.4.0,1040458,0.009958113000000001
decredvoting.com,mainnet,2021-02-01,2025-12-29 01:31:21,[3],1,False,102,9238,61,2,1.4.0,1040458,0.0026871099
stakey.net,mainnet,2020-10-22,2025-12-29 01:31:21,[3],1,False,196,36584,279,5,1.4.0,1040457,0.0051627858
testnet-vsp.jholdstock.uk,testnet,2021-01-20,2025-12-29 01:31:21,[3],0.6900000000000001,False,470,388138,874,1065,1.4.0+d190a83b6,1815321,0.09188661000000001
teststakepool.decred.org,testnet,2020-06-01,2025-12-29 01:31:21,[3],3,False,0,213770,488,571,1.4.0-pre+5263bfc2e,1815321,0
ultravsp.uk,mainnet,2020-12-01,2025-12-29 01:31:21,[3],0.30000000000000004,False,199,20393,126,4,1.4.0+d190a83b6,1040458,0.0052424986
vote.dcr-swiss.ch,mainnet,2023-06-30,2025-12-29 01:31:21,[3],0.18,False,694,30965,200,3,1.4.0+d190a83b6,1040457,0.018280476
vsp.dcr.farm,mainnet,2020-12-09,2025-12-29 01:31:21,[3],0.5,False,700,16924,93,2,1.4.0,1040458,0.018440949
vsp.decredcommunity.org,mainnet,2020-11-05,2025-12-29 01:31:21,[3],0.49,False,381,22842,143,13,1.4.0+d190a83b6,1040458,0.010037146
vsp.stakeminer.com,mainnet,2020-11-09,2025-12-29 01:31:21,[3],1,False,135,36100,238,0,1.4.0+d190a83b6,1040458,0.0035564688
vspd.bass.cf,mainnet,2022-05-01,2025-12-29 01:31:21,[3],0.16,False,181,29947,177,80,1.4.0,1040458,0.0047683027
