baseID,quoteID,rate,bookVolume,change24,vol24,high24,low24,vol24USD,date
dgb,btc,28,0,0.0,0,28,28,0.0,2023-06-29 02:22:54.017
ltc,btc,300200,0,0.0,0,300200,300200,0.0,2023-06-29 02:22:56.024
btc,usdc.eth,29525450000,0,0.0,0,29525450000,29525450000,0.0,2023-06-29 02:22:55.027
dcr,ltc,16992000,0,0.0,0,16992000,16992000,0.0,2023-06-29 02:22:55.016
zec,usdc.eth,0,0,0.0,0,0,0,0.0,2023-06-29 02:22:55.014
dcr,btc,49700,0,0.028985507246376812,1160,50100,47800,17246.806647340378,2023-06-29 02:22:50.022
dcr,usdc.eth,21097000,0,0.0,0,21097000,21097000,0.0,2023-06-29 02:22:54.011
doge,btc,0,0,0.0,0,0,0,0.0,2023-06-29 02:22:54.014
zec,btc,125300,0,0.0,0,125300,125300,0.0,2023-06-29 02:22:56.021
eth,btc,699000,0,0.0,0,699000,699000,0.0,2023-06-29 02:22:55.024
