baseID,quoteID,rate,bookVolume,change24,vol24,high24,low24,vol24USD,date
dcr,usdc.eth,21097000,0,0.0,0,21097000,21097000,0.0,2023-06-16 02:11:48.020
doge,btc,0,0,0.0,0,0,0,0.0,2023-06-16 02:11:48.023
zec,btc,125300,0,0.0,0,125300,125300,0.0,2023-06-16 02:11:44.031
eth,btc,699000,0,0.0,0,699000,699000,0.0,2023-06-16 02:11:44.022
zec,usdc.eth,0,0,0.0,0,0,0,0.0,2023-06-16 02:11:44.020
dcr,btc,56500,0,-0.047217537942664416,560,61300,53200,7924.103698665672,2023-06-16 02:11:40.018
dgb,btc,28,0,0.0,0,28,28,0.0,2023-06-16 02:11:48.022
ltc,btc,312100,0,0.0,0,312100,312100,0.0,2023-06-16 02:11:44.031
btc,usdc.eth,29525450000,0,0.0,0,29525450000,29525450000,0.0,2023-06-16 02:11:44.028
dcr,ltc,16640000,0,0.0,0,16640000,16640000,0.0,2023-06-16 02:11:44.028
