baseID,quoteID,rate,bookVolume,change24,vol24,high24,low24,vol24USD,date
dgb,btc,28,0,0.0,0,28,28,0.0,2023-06-23 02:26:00.030
ltc,btc,312100,0,0.0,0,312100,312100,0.0,2023-06-23 02:26:00.030
btc,usdc.eth,29525450000,0,0.0,0,29525450000,29525450000,0.0,2023-06-23 02:25:58.022
dcr,ltc,16640000,0,0.0,0,16640000,16640000,0.0,2023-06-23 02:25:58.022
dcr,usdc.eth,21097000,0,0.0,0,21097000,21097000,0.0,2023-06-23 02:26:00.021
doge,btc,0,0,0.0,0,0,0,0.0,2023-06-23 02:26:00.027
zec,btc,125300,0,0.0,0,125300,125300,0.0,2023-06-23 02:26:00.027
eth,btc,699000,0,0.0,0,699000,699000,0.0,2023-06-23 02:25:58.022
zec,usdc.eth,0,0,0.0,0,0,0,0.0,2023-06-23 02:25:58.019
dcr,btc,48200,0,0.02335456475583864,1160,48700,46500,16424.058791232666,2023-06-23 02:26:00.027
