baseID,quoteID,rate,bookVolume,change24,vol24,high24,low24,vol24USD,date
dcr,usdc.eth,21097000,0,0,0,21097000,21097000,0.0,2023-06-03 02:15:12.020
doge,btc,0,0,0,0,0,0,0.0,2023-06-03 02:15:12.026
zec,btc,125300,0,0,0,125300,125300,0.0,2023-06-03 02:15:12.023
eth,btc,699000,0,0,0,699000,699000,0.0,2023-06-03 02:15:15.022
zec,usdc.eth,0,0,0,0,0,0,0.0,2023-06-03 02:15:15.019
dcr,btc,57600,0,0,960,58500,57600,14976.535274313215,2023-06-03 02:15:10.020
dgb,btc,28,0,0,0,28,28,0.0,2023-06-03 02:15:12.029
ltc,btc,312100,0,0,0,312100,312100,0.0,2023-06-03 02:15:12.029
btc,usdc.eth,29525450000,0,0,0,29525450000,29525450000,0.0,2023-06-03 02:15:15.022
dcr,ltc,18000000,0,0,0,18000000,18000000,0.0,2023-06-03 02:15:15.022
