baseID,quoteID,rate,bookVolume,change24,vol24,high24,low24,vol24USD,date
zec,btc,125300,0,0.0,0,125300,125300,0.0,2023-06-19 02:12:56.023
eth,btc,699000,0,0.0,0,699000,699000,0.0,2023-06-19 02:12:57.023
zec,usdc.eth,0,0,0.0,0,0,0,0.0,2023-06-19 02:12:57.020
dcr,btc,51900,0,-0.005747126436781609,760,52200,51000,10404.501802378632,2023-06-19 02:13:00.024
dcr,usdc.eth,21097000,0,0.0,0,21097000,21097000,0.0,2023-06-19 02:13:00.021
doge,btc,0,0,0.0,0,0,0,0.0,2023-06-19 02:13:00.024
btc,usdc.eth,29525450000,0,0.0,0,29525450000,29525450000,0.0,2023-06-19 02:12:57.023
dcr,ltc,16640000,0,0.0,0,16640000,16640000,0.0,2023-06-19 02:12:57.023
dgb,btc,28,0,0.0,0,28,28,0.0,2023-06-19 02:13:00.024
ltc,btc,312100,0,0.0,0,312100,312100,0.0,2023-06-19 02:12:56.026
