baseID,quoteID,rate,bookVolume,change24,vol24,high24,low24,vol24USD,date
dcr,btc,49600,0,-0.036893203883495145,1720,51900,49100,24205.983925214216,2023-06-21 02:07:50.020
dcr,usdc.eth,21097000,0,0.0,0,21097000,21097000,0.0,2023-06-21 02:07:48.020
doge,btc,0,0,0.0,0,0,0,0.0,2023-06-21 02:07:48.023
zec,btc,125300,0,0.0,0,125300,125300,0.0,2023-06-21 02:07:52.021
eth,btc,699000,0,0.0,0,699000,699000,0.0,2023-06-21 02:07:51.022
zec,usdc.eth,0,0,0.0,0,0,0,0.0,2023-06-21 02:07:51.019
dgb,btc,28,0,0.0,0,28,28,0.0,2023-06-21 02:07:48.023
ltc,btc,312100,0,0.0,0,312100,312100,0.0,2023-06-21 02:07:52.024
btc,usdc.eth,29525450000,0,0.0,0,29525450000,29525450000,0.0,2023-06-21 02:07:51.022
dcr,ltc,16640000,0,0.0,0,16640000,16640000,0.0,2023-06-21 02:07:51.022
