baseID,quoteID,rate,bookVolume,change24,vol24,high24,low24,vol24USD,date
zec,usdc.eth,0,0,0.0,0,0,0,0.0,2023-06-08 02:23:37.011
dcr,btc,51500,0,-0.01717557251908397,1280,52900,50000,17036.687967483776,2023-06-08 02:23:40.013
dcr,usdc.eth,21097000,0,0.0,0,21097000,21097000,0.0,2023-06-08 02:23:42.020
doge,btc,0,0,0.0,0,0,0,0.0,2023-06-08 02:23:42.023
zec,btc,125300,0,0.0,0,125300,125300,0.0,2023-06-08 02:23:36.019
eth,btc,699000,0,0.0,0,699000,699000,0.0,2023-06-08 02:23:37.022
dgb,btc,28,0,0.0,0,28,28,0.0,2023-06-08 02:23:42.026
ltc,btc,312100,0,0.0,0,312100,312100,0.0,2023-06-08 02:23:36.025
btc,usdc.eth,29525450000,0,0.0,0,29525450000,29525450000,0.0,2023-06-08 02:23:37.019
dcr,ltc,17607000,0,0.0,0,17607000,17607000,0.0,2023-06-08 02:23:37.019
