id,network,launched,lastupdated,apiversions,feepercentage,closed,voting,voted,revoked,vspdversion,blockheight,estimatednetworkproportion
123.dcr.rocks,mainnet,2021-04-28,2023-02-05 02:15:42,[3],0.49,False,533,19318,118,1.1.0,735379,0.012567494
big.decred.energy,mainnet,2022-05-01,2023-02-05 02:15:43,[3],0.49,False,410,1601,3,1.1.1,735379,0.009667303
dcrhive.com,mainnet,2022-06-23,2023-02-05 02:15:42,[3],0.1,False,462,1084,2,1.1.1,735379,0.010893401
dcrpool.ibitlin.com,mainnet,2021-01-13,2023-02-05 02:15:45,[3],1,False,6,1190,9,1.1.0-pre,735379,0.00014147273
dcrvsp.dittrex.com,mainnet,2021-04-07,2023-02-05 02:15:43,[3],5,False,16,491,2,1.2.0-pre,735379,0.0003772606
dcrvsp.ubiqsmart.com,mainnet,2020-12-25,2023-02-05 02:15:43,[3],0.9500000000000001,False,228,7592,46,1.1.1,735379,0.0053759636
decredvoting.com,mainnet,2021-02-01,2023-02-05 02:15:43,[3],1,False,148,3388,24,1.1.1,735379,0.0034896608
stakey.net,mainnet,2020-10-22,2023-02-05 02:15:42,[3],1,False,326,26426,194,1.1.1,735379,0.007686685
testnet-vsp.jholdstock.uk,testnet,2021-01-20,1970-01-01 00:00:00,,0,False,0,0,0,,0,0
teststakepool.decred.org,testnet,2020-06-01,2023-02-05 02:15:42,[3],3,False,0,213765,1032,1.1.1,1073612,0
ultravsp.uk,mainnet,2020-12-01,2023-02-05 02:15:42,[3],0.30000000000000004,False,579,8936,39,1.1.1,735379,0.013652119
vsp.coinmine.pl,mainnet,2021-01-28,2023-02-05 02:15:42,[3],0.5,False,266,27020,168,1.1.1,735379,0.006271958
vsp.dcr.farm,mainnet,2020-12-09,2023-02-05 02:15:42,[3],0.9500000000000001,False,125,6033,37,1.1.0,735379,0.0029473486
vsp.decredcommunity.org,mainnet,2020-11-05,2023-02-05 02:15:42,[3],0.49,False,493,6121,19,1.1.1,735379,0.011624343
vsp.stakeminer.com,mainnet,2020-11-09,2023-02-05 02:15:43,[3],1,False,910,21955,123,1.1.1,735379,0.021456698
vspd.99split.com,mainnet,2020-11-17,2023-02-05 02:15:43,[3],0.30000000000000004,False,1846,13373,53,1.1.1,735379,0.043526445000000004
vspd.bass.cf,mainnet,2022-05-01,2023-02-05 02:15:43,[3],0.2,False,1109,5056,36,1.1.1,735379,0.026148876
vspd.decredbrasil.com,mainnet,2020-11-22,2023-02-05 02:15:43,[3],5,False,73,1982,14,1.1.1,735379,0.0017212515
