id,network,launched,lastupdated,apiversions,feepercentage,closed,voting,voted,revoked,vspdversion,blockheight,estimatednetworkproportion
123.dcr.rocks,mainnet,2021-04-28,2023-02-01 02:23:37,[3],0.49,False,618,19224,118,1.1.0,734195,0.013834788
big.decred.energy,mainnet,2022-05-01,2023-02-01 02:23:37,[3],0.49,False,463,1543,2,1.1.1,734196,0.010366058000000001
dcrhive.com,mainnet,2022-06-23,2023-02-01 02:23:37,[3],0.1,False,518,1014,2,1.1.1,734195,0.01159615
dcrpool.ibitlin.com,mainnet,2021-01-13,2023-02-01 02:23:38,[3],1,False,6,1190,9,1.1.0-pre,734195,0.00013431834
dcrvsp.dittrex.com,mainnet,2021-04-07,2023-02-01 02:23:38,[3],5,False,16,491,2,1.2.0-pre,734195,0.00035818224
dcrvsp.ubiqsmart.com,mainnet,2020-12-25,2023-02-01 02:23:37,[3],0.9500000000000001,False,256,7555,46,1.1.1,734195,0.005730916
decredvoting.com,mainnet,2021-02-01,2023-02-01 02:23:37,[3],1,False,173,3360,23,1.1.1,734195,0.0038728453000000003
stakey.net,mainnet,2020-10-22,2023-02-01 02:23:37,[3],1,False,375,26374,193,1.1.1,734195,0.008394896
testnet-vsp.jholdstock.uk,testnet,2021-01-20,1970-01-01 00:00:00,,0,False,0,0,0,,0,0
teststakepool.decred.org,testnet,2020-06-01,2023-02-01 02:23:37,[3],3,False,0,213765,1032,1.1.1,1070785,0
ultravsp.uk,mainnet,2020-12-01,2023-02-01 02:23:37,[3],0.30000000000000004,False,644,8857,38,1.1.1,734195,0.014416834000000002
vsp.coinmine.pl,mainnet,2021-01-28,2023-02-01 02:23:37,[3],0.5,False,298,26980,168,1.1.1,734195,0.006671144
vsp.dcr.farm,mainnet,2020-12-09,2023-02-01 02:23:37,[3],0.9500000000000001,False,138,6020,36,1.1.0,734195,0.0030893218
vsp.decredcommunity.org,mainnet,2020-11-05,2023-02-01 02:23:37,[3],0.49,False,532,6063,19,1.1.1,734196,0.011910892000000001
vsp.stakeminer.com,mainnet,2020-11-09,2023-02-01 02:23:38,[3],1,False,1024,21822,123,1.1.1,734195,0.022923663
vspd.99split.com,mainnet,2020-11-17,2023-02-01 02:23:38,[3],0.30000000000000004,False,2014,13129,53,1.1.1,734195,0.045086186
vspd.bass.cf,mainnet,2022-05-01,2023-02-01 02:23:38,[3],0.2,False,1235,4890,33,1.1.1,734195,0.027647190000000002
vspd.decredbrasil.com,mainnet,2020-11-22,2023-02-01 02:23:37,[3],5,False,81,1973,14,1.1.1,734195,0.0018132975000000001
