id,network,launched,lastupdated,apiversions,feepercentage,closed,voting,voted,revoked,vspdversion,blockheight,estimatednetworkproportion
123.dcr.rocks,mainnet,2021-04-28,2023-02-14 02:15:04,[3],0.49,False,548,19472,119,1.1.0,737960,0.013649157
big.decred.energy,mainnet,2022-05-01,2023-02-14 02:15:04,[3],0.49,False,361,1707,3,1.1.1,737960,0.008991507000000001
dcrhive.com,mainnet,2022-06-23,2023-02-14 02:15:04,[3],0.1,False,681,1227,2,1.1.1,737960,0.016961817
dcrpool.ibitlin.com,mainnet,2021-01-13,2023-02-14 02:15:05,[3],1,False,1,1195,9,1.1.0-pre,737960,2.490722e-05
dcrvsp.dittrex.com,mainnet,2021-04-07,2023-02-14 02:15:04,[3],5,False,12,495,2,1.2.0-pre,737960,0.00029888665
dcrvsp.ubiqsmart.com,mainnet,2020-12-25,2023-02-14 02:15:04,[3],0.9500000000000001,False,242,7655,46,1.1.1,737960,0.006027547
decredvoting.com,mainnet,2021-02-01,2023-02-14 02:15:04,[3],1,False,153,3434,24,1.1.1,737960,0.0038108048
stakey.net,mainnet,2020-10-22,2023-02-14 02:15:04,[3],1,False,313,26519,195,1.1.1,737960,0.00779596
testnet-vsp.jholdstock.uk,testnet,2021-01-20,1970-01-01 00:00:00,,0,False,0,0,0,,0,0
teststakepool.decred.org,testnet,2020-06-01,2023-02-14 02:15:04,[3],3,False,0,213765,1032,1.1.1,1080077,0
ultravsp.uk,mainnet,2020-12-01,2023-02-14 02:15:04,[3],0.30000000000000004,False,581,9103,39,1.1.1,737960,0.014471095000000002
vsp.coinmine.pl,mainnet,2021-01-28,2023-02-14 02:15:04,[3],0.5,False,256,27099,168,1.1.1,737960,0.0063762483
vsp.dcr.farm,mainnet,2020-12-09,2023-02-14 02:15:04,[3],0.9500000000000001,False,113,6076,37,1.1.0,737960,0.002814516
vsp.decredcommunity.org,mainnet,2020-11-05,2023-02-14 02:15:04,[3],0.49,False,683,6250,19,1.1.1,737960,0.017011631000000003
vsp.stakeminer.com,mainnet,2020-11-09,2023-02-14 02:15:04,[3],1,False,908,22200,123,1.1.1,737960,0.022615757
vspd.99split.com,mainnet,2020-11-17,2023-02-14 02:15:04,[3],0.30000000000000004,False,1844,13936,54,1.1.1,737960,0.045928914
vspd.bass.cf,mainnet,2022-05-01,2023-02-14 02:15:07,[3],0.2,False,1029,5394,39,1.1.1,737960,0.02562953
vspd.decredbrasil.com,mainnet,2020-11-22,2023-02-14 02:15:04,[3],5,False,70,2007,14,1.1.1,737960,0.0017435055
