id,network,launched,lastupdated,apiversions,feepercentage,closed,voting,voted,revoked,vspdversion,blockheight,estimatednetworkproportion
123.dcr.rocks,mainnet,2021-04-28,2023-02-07 02:06:15,[3],0.49,False,504,19349,119,1.1.0,735947,0.012483590000000001
big.decred.energy,mainnet,2022-05-01,2023-02-07 02:06:15,[3],0.49,False,384,1629,3,1.1.1,735947,0.009511307
dcrhive.com,mainnet,2022-06-23,2023-02-07 02:06:15,[3],0.1,False,436,1116,2,1.1.1,735947,0.010799296
dcrpool.ibitlin.com,mainnet,2021-01-13,2023-02-07 02:06:16,[3],1,False,3,1193,9,1.1.0-pre,735948,7.431628999999999e-05
dcrvsp.dittrex.com,mainnet,2021-04-07,2023-02-07 02:06:16,[3],5,False,15,492,2,1.2.0-pre,735948,0.00037158144
dcrvsp.ubiqsmart.com,mainnet,2020-12-25,2023-02-07 02:06:15,[3],0.9500000000000001,False,215,7605,46,1.1.1,735947,0.005325341
decredvoting.com,mainnet,2021-02-01,2023-02-07 02:06:15,[3],1,False,142,3394,24,1.1.1,735947,0.003517202
stakey.net,mainnet,2020-10-22,2023-02-07 02:06:15,[3],1,False,307,26446,194,1.1.1,735947,0.007604092000000001
testnet-vsp.jholdstock.uk,testnet,2021-01-20,1970-01-01 00:00:00,,0,False,0,0,0,,0,0
teststakepool.decred.org,testnet,2020-06-01,2023-02-07 02:06:15,[3],3,False,0,213765,1032,1.1.1,1075039,0
ultravsp.uk,mainnet,2020-12-01,2023-02-07 02:06:15,[3],0.30000000000000004,False,542,8977,39,1.1.1,735947,0.013424814
vsp.coinmine.pl,mainnet,2021-01-28,2023-02-07 02:06:15,[3],0.5,False,258,27033,168,1.1.1,735948,0.006391201
vsp.dcr.farm,mainnet,2020-12-09,2023-02-07 02:06:15,[3],0.9500000000000001,False,120,6040,37,1.1.0,735947,0.0029722834
vsp.decredcommunity.org,mainnet,2020-11-05,2023-02-07 02:06:15,[3],0.49,False,465,6154,19,1.1.1,735947,0.011517598
vsp.stakeminer.com,mainnet,2020-11-09,2023-02-07 02:06:15,[3],1,False,858,22009,123,1.1.1,735947,0.021251827
vspd.99split.com,mainnet,2020-11-17,2023-02-07 02:06:16,[3],0.30000000000000004,False,1787,13505,53,1.1.1,735947,0.044262253
vspd.bass.cf,mainnet,2022-05-01,2023-02-07 02:06:16,[3],0.2,False,1052,5134,36,1.1.1,735947,0.026057018
vspd.decredbrasil.com,mainnet,2020-11-22,2023-02-07 02:06:15,[3],5,False,69,1987,14,1.1.1,735947,0.001709063
