baseID,quoteID,rate,bookVolume,change24,vol24,high24,low24,vol24USD,date
zec,btc,125300,0,0.0,0,125300,125300,0.0,2023-07-06 02:29:04.022
eth,btc,699000,0,0.0,0,699000,699000,0.0,2023-07-06 02:29:06.024
zec,usdc.eth,0,0,0.0,0,0,0,0.0,2023-07-06 02:29:06.021
dcr,btc,55100,0,-0.024778761061946902,240,59700,55000,4023.5560812385684,2023-07-06 02:29:00.024
dcr,usdc.eth,21097000,0,0.0,0,21097000,21097000,0.0,2023-07-06 02:29:06.024
doge,btc,0,0,0.0,0,0,0,0.0,2023-07-06 02:29:06.027
btc,usdc.eth,29525450000,0,0.0,0,29525450000,29525450000,0.0,2023-07-06 02:29:06.027
dcr,ltc,16992000,0,0.0,0,16992000,16992000,0.0,2023-07-06 02:29:06.027
dgb,btc,28,0,0.0,0,28,28,0.0,2023-07-06 02:29:06.030
ltc,btc,300200,0,0.0,0,300200,300200,0.0,2023-07-06 02:29:04.025
