baseID,quoteID,rate,bookVolume,change24,vol24,high24,low24,vol24USD,date
zec,btc,125300,0,0.0,0,125300,125300,0.0,2023-07-29 01:54:40.020
dcr,btc,49700,0,-0.006,80,50000,49700,1170.962569839344,2023-07-29 01:54:40.023
eth,btc,699000,0,0.0,0,699000,699000,0.0,2023-07-29 01:54:43.022
btc,usdc.eth,29525450000,0,0.0,0,29525450000,29525450000,0.0,2023-07-29 01:54:43.022
dcr,usdc.eth,21097000,0,0.0,0,21097000,21097000,0.0,2023-07-29 01:54:42.019
doge,btc,0,0,0.0,0,0,0,0.0,2023-07-29 01:54:42.022
zec,usdc.eth,0,0,0.0,0,0,0,0.0,2023-07-29 01:54:43.019
dcr,ltc,15849000,0,0.0,0,15849000,15849000,0.0,2023-07-29 01:54:43.022
dgb,btc,28,0,0.0,0,28,28,0.0,2023-07-29 01:54:42.022
ltc,btc,300200,0,0.0,0,300200,300200,0.0,2023-07-29 01:54:40.023
