baseID,quoteID,rate,bookVolume,change24,vol24,high24,low24,vol24USD,date
dgb,btc,28,0,0.0,0,28,28,0.0,2023-07-04 07:31:18.028
ltc,btc,300200,0,0.0,0,300200,300200,0.0,2023-07-04 07:31:12.032
btc,usdc.eth,29525450000,0,0.0,0,29525450000,29525450000,0.0,2023-07-04 07:31:14.025
dcr,ltc,16992000,0,0.0,0,16992000,16992000,0.0,2023-07-04 07:31:14.025
dcr,usdc.eth,21097000,0,0.0,0,21097000,21097000,0.0,2023-07-04 07:31:18.025
doge,btc,0,0,0.0,0,0,0,0.0,2023-07-04 07:31:18.028
zec,btc,125300,0,0.0,0,125300,125300,0.0,2023-07-04 07:31:12.026
eth,btc,699000,0,0.0,0,699000,699000,0.0,2023-07-04 07:31:14.025
zec,usdc.eth,0,0,0.0,0,0,0,0.0,2023-07-04 07:31:14.022
dcr,btc,56000,0,0.0789980732177264,40,56000,51900,677.068320193792,2023-07-04 07:31:10.020
