baseID,quoteID,rate,bookVolume,change24,vol24,high24,low24,vol24USD,date
dcr,usdc.eth,21097000,0,0.0,0,21097000,21097000,0.0,2023-07-18 02:29:12.020
doge,btc,0,0,0.0,0,0,0,0.0,2023-07-18 02:29:12.023
zec,btc,125300,0,0.0,0,125300,125300,0.0,2023-07-18 02:29:12.023
dcr,btc,48200,0,-0.014314928425357873,80,48900,48200,1191.863323382416,2023-07-18 02:29:10.018
eth,btc,699000,0,0.0,0,699000,699000,0.0,2023-07-18 02:29:11.026
btc,usdc.eth,29525450000,0,0.0,0,29525450000,29525450000,0.0,2023-07-18 02:29:11.026
dgb,btc,28,0,0.0,0,28,28,0.0,2023-07-18 02:29:12.023
ltc,btc,300200,0,0.0,0,300200,300200,0.0,2023-07-18 02:29:12.023
zec,usdc.eth,0,0,0.0,0,0,0,0.0,2023-07-18 02:29:11.023
dcr,ltc,15993000,0,0.0,0,15993000,15993000,0.0,2023-07-18 02:29:11.026
