baseID,quoteID,rate,bookVolume,change24,vol24,high24,low24,vol24USD,date
ltc,btc,300200,0,0.0,0,300200,300200,0.0,2023-07-07 02:25:44.025
btc,usdc.eth,29525450000,0,0.0,0,29525450000,29525450000,0.0,2023-07-07 02:25:44.022
dcr,ltc,16992000,0,0.0,0,16992000,16992000,0.0,2023-07-07 02:25:44.022
dgb,btc,28,0,0.0,0,28,28,0.0,2023-07-07 02:25:48.022
doge,btc,0,0,0.0,0,0,0,0.0,2023-07-07 02:25:48.022
zec,btc,125300,0,0.0,0,125300,125300,0.0,2023-07-07 02:25:44.022
eth,btc,699000,0,0.0,0,699000,699000,0.0,2023-07-07 02:25:44.025
zec,usdc.eth,0,0,0.0,0,0,0,0.0,2023-07-07 02:25:44.019
dcr,btc,54000,0,-0.019963702359346643,160,55100,54000,2550.24921899376,2023-07-07 02:25:40.023
dcr,usdc.eth,21097000,0,0.0,0,21097000,21097000,0.0,2023-07-07 02:25:48.020
