baseID,quoteID,rate,bookVolume,change24,vol24,high24,low24,vol24USD,date
dcr,btc,52700,0,0,0,52700,52700,0.0,2023-07-10 02:29:20.026
dcr,usdc.eth,21097000,0,0,0,21097000,21097000,0.0,2023-07-10 02:29:24.022
doge,btc,0,0,0,0,0,0,0.0,2023-07-10 02:29:24.022
zec,btc,125300,0,0,0,125300,125300,0.0,2023-07-10 02:29:20.022
eth,btc,699000,0,0,0,699000,699000,0.0,2023-07-10 02:29:24.022
zec,usdc.eth,0,0,0,0,0,0,0.0,2023-07-10 02:29:24.019
dgb,btc,28,0,0,0,28,28,0.0,2023-07-10 02:29:24.025
ltc,btc,300200,0,0,0,300200,300200,0.0,2023-07-10 02:29:20.127
btc,usdc.eth,29525450000,0,0,0,29525450000,29525450000,0.0,2023-07-10 02:29:24.022
dcr,ltc,16797000,0,0,0,16797000,16797000,0.0,2023-07-10 02:29:24.022
