baseID,quoteID,rate,bookVolume,change24,vol24,high24,low24,vol24USD,date
dcr,usdc.eth,21097000,0,0.0,0,21097000,21097000,0.0,2023-07-14 02:27:06.019
doge,btc,0,0,0.0,0,0,0,0.0,2023-07-14 02:27:06.026
zec,btc,125300,0,0.0,0,125300,125300,0.0,2023-07-14 02:27:04.023
dcr,btc,49000,0,-0.0040650406504065045,440,53000,48900,6899.769695210656,2023-07-14 02:27:10.019
eth,btc,699000,0,0.0,0,699000,699000,0.0,2023-07-14 02:27:08.022
btc,usdc.eth,29525450000,0,0.0,0,29525450000,29525450000,0.0,2023-07-14 02:27:08.022
dgb,btc,28,0,0.0,0,28,28,0.0,2023-07-14 02:27:06.026
ltc,btc,300200,0,0.0,0,300200,300200,0.0,2023-07-14 02:27:04.025
zec,usdc.eth,0,0,0.0,0,0,0,0.0,2023-07-14 02:27:08.019
dcr,ltc,15993000,0,0.0,0,15993000,15993000,0.0,2023-07-14 02:27:08.022
