baseID,quoteID,rate,bookVolume,change24,vol24,high24,low24,vol24USD,date
ltc,btc,300200,0,0,0,300200,300200,0.0,2023-07-16 02:42:56.024
zec,usdc.eth,0,0,0,0,0,0,0.0,2023-07-16 02:43:02.020
dcr,ltc,15993000,0,0,0,15993000,15993000,0.0,2023-07-16 02:43:02.023
dgb,btc,28,0,0,0,28,28,0.0,2023-07-16 02:43:00.023
doge,btc,0,0,0,0,0,0,0.0,2023-07-16 02:43:00.020
zec,btc,125300,0,0,0,125300,125300,0.0,2023-07-16 02:42:56.021
dcr,btc,50100,0,0,400,51000,49600,6179.039568669559,2023-07-16 02:43:00.017
eth,btc,699000,0,0,0,699000,699000,0.0,2023-07-16 02:43:02.023
btc,usdc.eth,29525450000,0,0,0,29525450000,29525450000,0.0,2023-07-16 02:43:02.023
dcr,usdc.eth,21097000,0,0,0,21097000,21097000,0.0,2023-07-16 02:43:00.010
