baseID,quoteID,rate,bookVolume,change24,vol24,high24,low24,vol24USD,date
btc,usdc.eth,29525450000,0,0.0,0,29525450000,29525450000,0.0,2023-07-09 02:40:00.031
dcr,ltc,16797000,0,0.0,0,16797000,16797000,0.0,2023-07-09 02:40:00.029
dgb,btc,28,0,0.0,0,28,28,0.0,2023-07-09 02:40:00.031
ltc,btc,300200,0,0.0,0,300200,300200,0.0,2023-07-09 02:40:00.038
zec,btc,125300,0,0.0,0,125300,125300,0.0,2023-07-09 02:40:00.027
eth,btc,699000,0,0.0,0,699000,699000,0.0,2023-07-09 02:40:00.029
zec,usdc.eth,0,0,0.0,0,0,0,0.0,2023-07-09 02:40:00.020
dcr,btc,52700,0,-0.04007285974499089,80,54900,52300,1287.664467610208,2023-07-09 02:40:00.031
dcr,usdc.eth,21097000,0,0.0,0,21097000,21097000,0.0,2023-07-09 02:40:00.023
doge,btc,0,0,0.0,0,0,0,0.0,2023-07-09 02:40:00.035
