baseID,quoteID,rate,bookVolume,change24,vol24,high24,low24,vol24USD,date
dcr,usdc.eth,21097000,0,0.0,0,21097000,21097000,0.0,2023-07-21 02:05:00.019
doge,btc,0,0,0.0,0,0,0,0.0,2023-07-21 02:05:00.022
zec,btc,125300,0,0.0,0,125300,125300,0.0,2023-07-21 02:05:04.024
dcr,btc,49000,0,0.002044989775051125,160,51000,48900,2374.465038437616,2023-07-21 02:05:00.022
eth,btc,699000,0,0.0,0,699000,699000,0.0,2023-07-21 02:05:05.022
btc,usdc.eth,29525450000,0,0.0,0,29525450000,29525450000,0.0,2023-07-21 02:05:05.022
dgb,btc,28,0,0.0,0,28,28,0.0,2023-07-21 02:05:00.022
ltc,btc,300200,0,0.0,0,300200,300200,0.0,2023-07-21 02:05:04.027
zec,usdc.eth,0,0,0.0,0,0,0,0.0,2023-07-21 02:05:05.019
dcr,ltc,15993000,0,0.0,0,15993000,15993000,0.0,2023-07-21 02:05:05.022
