side,qty,rate,time
2,4.0,17310000,2023-07-07 06:28:34.101
2,2.0,17197000,2023-07-10 02:05:30.893
1,2.0,16475000,2023-07-07 06:29:01.860
1,2.0,15993000,2023-07-07 06:29:13.862
