id,network,launched,lastupdated,apiversions,feepercentage,closed,voting,voted,revoked,expired,missed,vspdversion,blockheight,estimatednetworkproportion
big.decred.energy,mainnet,2022-05-01,2024-11-05 02:08:20,[3],0.30000000000000004,False,265,7312,4,50,3,1.2.0,919717,0.006491916
dcrhive.com,mainnet,2022-06-23,2024-11-05 02:08:20,[3],1,False,820,26801,173,172,1,1.3.2+bec2d12a0,919717,0.020088192
dcrvsp.ubiqsmart.com,mainnet,2020-12-25,2024-11-05 02:08:20,[3],0.9500000000000001,False,278,13244,407,87,320,1.3.2+bec2d12a0,919717,0.006810387
decred.stake.fun,mainnet,2021-01-28,2024-11-05 02:08:20,[3],0.5,False,96,30533,185,183,2,1.3.1,919717,0.0023517883
decredvoting.com,mainnet,2021-02-01,2024-11-05 02:08:20,[3],1,False,79,6095,42,41,1,1.3.2,919717,0.0019353258000000002
stakey.net,mainnet,2020-10-22,2024-11-05 02:08:20,[3],1,False,271,32745,252,252,0,1.3.2+f79363a87,919717,0.0066389027
testnet-vsp.jholdstock.uk,testnet,2021-01-20,2024-06-28 09:55:07,[3],0.6900000000000001,False,379,139081,1155,340,815,1.3.0+43d3210dc,1417173,0.07387914500000001
teststakepool.decred.org,testnet,2020-06-01,2024-11-05 02:08:20,[3],3,False,0,213770,1059,0,0,1.3.0-pre+de79ce74b,1497781,0
ultravsp.uk,mainnet,2020-12-01,2024-11-05 02:08:20,[3],0.30000000000000004,False,315,16388,90,89,1,1.4.0-pre+015cf707b,919717,0.0077168057
vote.dcr-swiss.ch,mainnet,2023-06-30,2024-11-05 02:08:20,[3],0.14,False,1558,12163,59,58,1,1.3.2+bec2d12a0,919717,0.038167566
vsp.dcr.farm,mainnet,2020-12-09,2024-11-05 02:08:20,[3],1,False,39,8767,58,56,2,1.3.2,919717,0.000955414
vsp.decredcommunity.org,mainnet,2020-11-05,2024-11-05 02:08:20,[3],0.49,False,638,16190,114,102,12,1.3.0-pre+d96089898,919717,0.015629593
vsp.stakeminer.com,mainnet,2020-11-09,2024-11-05 02:08:20,[3],1,False,284,32747,201,201,0,1.3.2+81acb861c,919717,0.0069573740000000005
vspd.99split.com,mainnet,2020-11-17,2024-11-05 02:08:20,[3],0.099,False,381,29270,188,187,1,1.3.2,919193,0.009326121
vspd.bass.cf,mainnet,2022-05-01,2024-11-05 02:08:20,[3],0.2,False,195,23811,201,0,0,1.2.0,919717,0.0047770700000000004
vspd.decredbrasil.com,mainnet,2020-11-22,2024-11-05 02:08:20,[3],5,False,2,3011,23,23,0,1.3.2,919717,4.8995589999999995e-05
