id,network,launched,lastupdated,apiversions,feepercentage,closed,voting,voted,revoked,expired,missed,vspdversion,blockheight,estimatednetworkproportion
big.decred.energy,mainnet,2022-05-01,2024-11-16 02:16:58,[3],0.30000000000000004,False,268,7377,5,50,3,1.2.0,922758,0.00652926
dcrhive.com,mainnet,2022-06-23,2024-11-16 02:16:57,[3],1,False,717,27092,175,174,1,1.3.2+bec2d12a0,922758,0.017468207
dcrvsp.ubiqsmart.com,mainnet,2020-12-25,2024-11-16 02:16:58,[3],0.9500000000000001,False,220,13348,407,87,320,1.3.2+bec2d12a0,922759,0.005360493
decred.stake.fun,mainnet,2021-01-28,2024-11-16 02:16:57,[3],0.5,False,73,30562,186,184,2,1.3.1,922759,0.0017787091
decredvoting.com,mainnet,2021-02-01,2024-11-16 02:16:58,[3],1,False,93,6121,42,41,1,1.3.2,922758,0.0022657507
stakey.net,mainnet,2020-10-22,2024-11-16 02:11:56,[3],1,False,286,32850,253,253,0,1.3.2+f79363a87,922758,0.0069677923
testnet-vsp.jholdstock.uk,testnet,2021-01-20,2024-06-28 09:55:07,[3],0.6900000000000001,False,379,139081,1155,340,815,1.3.0+43d3210dc,1417173,0.07387914500000001
teststakepool.decred.org,testnet,2020-06-01,2024-11-16 02:16:57,[3],3,False,0,213770,1059,0,0,1.3.0-pre+de79ce74b,1497781,0
ultravsp.uk,mainnet,2020-12-01,2024-11-16 02:16:58,[3],0.30000000000000004,False,297,16496,90,89,1,1.4.0-pre+015cf707b,922758,0.007235784
vote.dcr-swiss.ch,mainnet,2023-06-30,2024-11-16 02:16:57,[3],0.14,False,1499,12714,60,59,1,1.3.2+bec2d12a0,922758,0.036520000000000004
vsp.dcr.farm,mainnet,2020-12-09,2024-11-16 02:16:57,[3],1,False,38,8779,58,56,2,1.3.2,922758,0.0009257906
vsp.decredcommunity.org,mainnet,2020-11-05,2024-11-16 02:16:57,[3],0.49,False,732,16428,114,102,12,1.3.0-pre+d96089898,922758,0.01783365
vsp.stakeminer.com,mainnet,2020-11-09,2024-11-16 02:16:58,[3],1,False,256,32846,205,205,0,1.3.2+81acb861c,922758,0.0062369048
vspd.99split.com,mainnet,2020-11-17,2024-11-16 02:16:58,[3],0.099,False,405,29418,202,187,15,1.3.2,922759,0.00986818
vspd.bass.cf,mainnet,2022-05-01,2024-11-16 02:16:58,[3],0.2,False,256,23876,201,0,0,1.2.0,922758,0.0062369048
vspd.decredbrasil.com,mainnet,2020-11-22,2024-11-16 02:16:58,[3],5,False,2,3013,23,23,0,1.3.2,922758,4.8725819999999995e-05
