id,network,launched,lastupdated,apiversions,feepercentage,closed,voting,voted,revoked,expired,missed,vspdversion,blockheight,estimatednetworkproportion
big.decred.energy,mainnet,2022-05-01,2024-11-23 02:13:06,[3],0.30000000000000004,False,258,7446,6,50,3,1.2.0,924817,0.0063014436000000005
dcrhive.com,mainnet,2022-06-23,2024-11-23 02:13:06,[3],1,False,694,27266,176,175,1,1.3.2+bec2d12a0,924817,0.016950395
dcrvsp.ubiqsmart.com,mainnet,2020-12-25,2024-11-23 02:13:06,[3],0.9500000000000001,False,186,13391,407,87,320,1.3.2+bec2d12a0,924817,0.004542901
decred.stake.fun,mainnet,2021-01-28,2024-11-23 02:13:06,[3],0.5,False,57,30578,186,184,2,1.3.1,924817,0.0013921794
decredvoting.com,mainnet,2021-02-01,2024-11-23 02:13:06,[3],1,False,110,6144,42,41,1,1.3.2,924817,0.0026866620000000003
stakey.net,mainnet,2020-10-22,2024-11-23 02:13:06,[3],1,False,303,32907,253,253,0,1.3.2+f79363a87,924817,0.0074005323
testnet-vsp.jholdstock.uk,testnet,2021-01-20,2024-06-28 09:55:07,[3],0.6900000000000001,False,379,139081,1155,340,815,1.3.0+43d3210dc,1417173,0.07387914500000001
teststakepool.decred.org,testnet,2020-06-01,2024-11-23 02:13:05,[3],3,False,0,213770,1059,0,0,1.3.0-pre+de79ce74b,1497781,0
ultravsp.uk,mainnet,2020-12-01,2024-11-23 02:13:06,[3],0.30000000000000004,False,253,16562,90,89,1,1.4.0-pre+015cf707b,924817,0.0061793225
vote.dcr-swiss.ch,mainnet,2023-06-30,2024-11-23 02:13:06,[3],0.14,False,1333,13048,60,59,1,1.3.2+bec2d12a0,924817,0.032557458000000004
vsp.dcr.farm,mainnet,2020-12-09,2024-11-23 02:13:06,[3],1,False,38,8793,58,56,2,1.3.2,924817,0.0009281196
vsp.decredcommunity.org,mainnet,2020-11-05,2024-11-23 02:13:06,[3],0.49,False,749,16601,115,103,12,1.3.2+bec2d12a0,924817,0.018293725
vsp.stakeminer.com,mainnet,2020-11-09,2024-11-23 02:13:06,[3],1,False,261,32896,205,205,0,1.3.2+81acb861c,924817,0.0063747163
vspd.99split.com,mainnet,2020-11-17,2024-11-23 02:13:06,[3],0.099,False,462,29523,204,189,15,1.3.2,924817,0.01128398
vspd.bass.cf,mainnet,2022-05-01,2024-11-23 02:13:06,[3],0.2,False,351,23957,203,0,0,1.2.0,924817,0.008572894000000001
vspd.decredbrasil.com,mainnet,2020-11-22,2024-11-23 02:13:06,[3],5,False,2,3013,23,23,0,1.3.2,924817,4.8848400000000005e-05
