id,network,launched,lastupdated,apiversions,feepercentage,closed,voting,voted,revoked,expired,missed,vspdversion,blockheight,estimatednetworkproportion
big.decred.energy,mainnet,2022-05-01,2024-11-12 02:06:37,[3],0.30000000000000004,False,252,7351,5,50,3,1.2.0,921620,0.0061324313
dcrhive.com,mainnet,2022-06-23,2024-11-12 02:06:37,[3],1,False,744,26998,174,173,1,1.3.2+bec2d12a0,921620,0.018105274
dcrvsp.ubiqsmart.com,mainnet,2020-12-25,2024-11-12 02:06:37,[3],0.9500000000000001,False,234,13317,407,87,320,1.3.2+bec2d12a0,921620,0.0056944005
decred.stake.fun,mainnet,2021-01-28,2024-11-12 02:06:37,[3],0.5,False,78,30554,186,184,2,1.3.1,921620,0.0018981335000000002
decredvoting.com,mainnet,2021-02-01,2024-11-12 02:06:37,[3],1,False,82,6109,42,41,1,1.3.2,921620,0.0019954736
stakey.net,mainnet,2020-10-22,2024-11-12 02:06:37,[3],1,False,260,32811,252,252,0,1.3.2+f79363a87,921620,0.0063271117000000005
testnet-vsp.jholdstock.uk,testnet,2021-01-20,2024-06-28 09:55:07,[3],0.6900000000000001,False,379,139081,1155,340,815,1.3.0+43d3210dc,1417173,0.07387914500000001
teststakepool.decred.org,testnet,2020-06-01,2024-11-12 02:06:37,[3],3,False,0,213770,1059,0,0,1.3.0-pre+de79ce74b,1497781,0
ultravsp.uk,mainnet,2020-12-01,2024-11-12 02:06:37,[3],0.30000000000000004,False,310,16453,90,89,1,1.4.0-pre+015cf707b,921620,0.0075438637
vote.dcr-swiss.ch,mainnet,2023-06-30,2024-11-12 02:01:35,[3],0.14,False,1599,12489,60,59,1,1.3.2+bec2d12a0,921619,0.038907003
vsp.dcr.farm,mainnet,2020-12-09,2024-11-12 02:06:37,[3],1,False,38,8777,58,56,2,1.3.2,921620,0.0009247317000000001
vsp.decredcommunity.org,mainnet,2020-11-05,2024-11-12 02:06:37,[3],0.49,False,693,16337,114,102,12,1.3.0-pre+d96089898,921620,0.016864186
vsp.stakeminer.com,mainnet,2020-11-09,2024-11-12 02:06:37,[3],1,False,270,32814,205,205,0,1.3.2+81acb861c,921620,0.006570462
vspd.99split.com,mainnet,2020-11-17,2024-11-12 02:06:37,[3],0.099,False,371,29281,188,187,1,1.3.2,919769,0.009074677
vspd.bass.cf,mainnet,2022-05-01,2024-11-12 02:06:37,[3],0.2,False,192,23850,201,0,0,1.2.0,921620,0.0046723285000000005
vspd.decredbrasil.com,mainnet,2020-11-22,2024-11-12 02:06:37,[3],5,False,2,3012,23,23,0,1.3.2,921620,4.867009e-05
