pool_id,url,hashrate,miners,minpay,id,feetype,workers,income,i_blocks,blocks_nr,lastblock,lastblocktime,blocks_1000,blocks_count,hashrate_average_100_count,hashrate_average_100hashrate_average_1h,hashrate_average_7d,hashrate_average_7d_count,expected_blocks,luck
cedric-crispin.com,https://decred.cedric-crispin.com,9100344512669,80,0.001,36,PPLNS,0,0,19955,21,1057820,1772153602,290,22,71,0,8528777556934.525,168,23.77,-1.7715855674381267
woolypooly.com,https://woolypooly.com,1368891981824,34,0.05,37,PPLNS%0.9|SOLO%0.9,0,0,16398,0,1057779,1772142739,32,5,71,0,1160540542937.4995,168,3.23,1.7715855674381285
suprnova.cc,https://dcr.suprnova.cc,-1,-1,-1,8,0,0,0,0,0,0,0,0,0,0,0,0,150,0,0
