baseID,quoteID,rate,bookVolume,change24,vol24,high24,low24,vol24USD,date
dcr,usdc.eth,21097000,0,0.0,0,21097000,21097000,0.0,2023-09-29 01:43:12.010
doge,btc,0,0,0.0,0,0,0,0.0,2023-09-29 01:43:12.022
zec,btc,125300,0,0.0,0,125300,125300,0.0,2023-09-29 01:43:12.020
dcr,btc,51300,0,0.0058823529411764705,880,52100,51000,11979.602591422488,2023-09-29 01:43:10.175
eth,btc,699000,0,0.0,0,699000,699000,0.0,2023-09-29 01:43:09.023
btc,usdc.eth,29525450000,0,0.0,0,29525450000,29525450000,0.0,2023-09-29 01:43:09.026
dgb,btc,28,0,0.0,0,28,28,0.0,2023-09-29 01:43:12.028
ltc,btc,245900,0,0.0,0,245900,245900,0.0,2023-09-29 01:43:12.031
zec,usdc.eth,0,0,0.0,0,0,0,0.0,2023-09-29 01:43:09.020
dcr,ltc,15849000,0,0.0,0,15849000,15849000,0.0,2023-09-29 01:43:09.026
