baseID,quoteID,rate,bookVolume,change24,vol24,high24,low24,vol24USD,date
ltc,btc,245900,0,0.0,0,245900,245900,0.0,2023-09-23 01:39:52.031
zec,usdc.eth,0,0,0.0,0,0,0,0.0,2023-09-23 01:39:54.021
dcr,ltc,15849000,0,0.0,0,15849000,15849000,0.0,2023-09-23 01:39:54.024
dgb,btc,28,0,0.0,0,28,28,0.0,2023-09-23 01:39:54.027
doge,btc,0,0,0.0,0,0,0,0.0,2023-09-23 01:39:54.024
zec,btc,125300,0,0.0,0,125300,125300,0.0,2023-09-23 01:39:52.028
dcr,btc,50500,0,0.007984031936127744,880,50500,49600,11549.183761259144,2023-09-23 01:39:51.018
eth,btc,699000,0,0.0,0,699000,699000,0.0,2023-09-23 01:39:54.024
btc,usdc.eth,29525450000,0,0.0,0,29525450000,29525450000,0.0,2023-09-23 01:39:54.024
dcr,usdc.eth,21097000,0,0.0,0,21097000,21097000,0.0,2023-09-23 01:39:54.024
