baseID,quoteID,rate,bookVolume,change24,vol24,high24,low24,vol24USD,date
dcr,usdc.eth,21097000,0,0.0,0,21097000,21097000,0.0,2023-09-15 01:43:24.020
doge,btc,0,0,0.0,0,0,0,0.0,2023-09-15 01:43:24.023
zec,btc,125300,0,0.0,0,125300,125300,0.0,2023-09-15 01:43:20.021
dcr,btc,50100,0,-0.003976143141153081,1240,50500,47700,16244.291224375205,2023-09-15 01:43:20.025
eth,btc,699000,0,0.0,0,699000,699000,0.0,2023-09-15 01:43:23.017
btc,usdc.eth,29525450000,0,0.0,0,29525450000,29525450000,0.0,2023-09-15 01:43:23.020
dgb,btc,28,0,0.0,0,28,28,0.0,2023-09-15 01:43:24.023
ltc,btc,245900,0,0.0,0,245900,245900,0.0,2023-09-15 01:43:20.025
zec,usdc.eth,0,0,0.0,0,0,0,0.0,2023-09-15 01:43:23.014
dcr,ltc,15849000,0,0.0,0,15849000,15849000,0.0,2023-09-15 01:43:23.020
