baseID,quoteID,rate,bookVolume,change24,vol24,high24,low24,vol24USD,date
dgb,btc,28,0,0.0,0,28,28,0.0,2023-09-05 01:40:42.025
ltc,btc,245900,0,0.0,0,245900,245900,0.0,2023-09-05 01:40:40.028
zec,usdc.eth,0,0,0.0,0,0,0,0.0,2023-09-05 01:40:39.018
dcr,ltc,15849000,0,0.0,0,15849000,15849000,0.0,2023-09-05 01:40:39.021
eth,btc,699000,0,0.0,0,699000,699000,0.0,2023-09-05 01:40:39.021
btc,usdc.eth,29525450000,0,0.0,0,29525450000,29525450000,0.0,2023-09-05 01:40:39.021
dcr,usdc.eth,21097000,0,0.0,0,21097000,21097000,0.0,2023-09-05 01:40:42.020
doge,btc,0,0,0.0,0,0,0,0.0,2023-09-05 01:40:42.023
zec,btc,125300,0,0.0,0,125300,125300,0.0,2023-09-05 01:40:40.025
dcr,btc,50600,0,0.028455284552845527,320,50600,49200,4131.715489769375,2023-09-05 01:40:41.322
