baseID,quoteID,rate,bookVolume,change24,vol24,high24,low24,vol24USD,date
dcr,usdc.eth,21097000,0,0.0,0,21097000,21097000,0.0,2023-09-24 01:46:36.020
doge,btc,0,0,0.0,0,0,0,0.0,2023-09-24 01:46:36.023
zec,btc,125300,0,0.0,0,125300,125300,0.0,2023-09-24 01:46:32.021
dcr,btc,50100,0,-0.007920792079207921,1120,50500,48100,14626.60195588424,2023-09-24 01:46:30.023
eth,btc,699000,0,0.0,0,699000,699000,0.0,2023-09-24 01:46:34.018
btc,usdc.eth,29525450000,0,0.0,0,29525450000,29525450000,0.0,2023-09-24 01:46:34.021
dgb,btc,28,0,0.0,0,28,28,0.0,2023-09-24 01:46:36.027
ltc,btc,245900,0,0.0,0,245900,245900,0.0,2023-09-24 01:46:32.023
zec,usdc.eth,0,0,0.0,0,0,0,0.0,2023-09-24 01:46:34.011
dcr,ltc,15849000,0,0.0,0,15849000,15849000,0.0,2023-09-24 01:46:34.024
