baseID,quoteID,rate,bookVolume,change24,vol24,high24,low24,vol24USD,date
dgb,btc,28,0,0.0,0,28,28,0.0,2023-09-17 01:45:30.022
ltc,btc,245900,0,0.0,0,245900,245900,0.0,2023-09-17 01:45:28.023
zec,usdc.eth,0,0,0.0,0,0,0,0.0,2023-09-17 01:45:31.019
dcr,ltc,15849000,0,0.0,0,15849000,15849000,0.0,2023-09-17 01:45:31.022
eth,btc,699000,0,0.0,0,699000,699000,0.0,2023-09-17 01:45:31.022
btc,usdc.eth,29525450000,0,0.0,0,29525450000,29525450000,0.0,2023-09-17 01:45:31.022
dcr,usdc.eth,21097000,0,0.0,0,21097000,21097000,0.0,2023-09-17 01:45:30.019
doge,btc,0,0,0.0,0,0,0,0.0,2023-09-17 01:45:30.022
zec,btc,125300,0,0.0,0,125300,125300,0.0,2023-09-17 01:45:28.020
dcr,btc,51700,0,0.01972386587771203,720,52200,50300,9787.965573926951,2023-09-17 01:45:30.022
