baseID,quoteID,rate,bookVolume,change24,vol24,high24,low24,vol24USD,date
doge,btc,0,0,0.0,0,0,0,0.0,2023-09-13 01:43:00.028
zec,btc,125300,0,0.0,0,125300,125300,0.0,2023-09-13 01:42:56.022
dcr,btc,49400,0,-0.013972055888223553,920,50200,49000,11605.732660117736,2023-09-13 01:43:00.028
eth,btc,699000,0,0.0,0,699000,699000,0.0,2023-09-13 01:43:00.025
btc,usdc.eth,29525450000,0,0.0,0,29525450000,29525450000,0.0,2023-09-13 01:43:00.022
dcr,usdc.eth,21097000,0,0.0,0,21097000,21097000,0.0,2023-09-13 01:43:00.022
ltc,btc,245900,0,0.0,0,245900,245900,0.0,2023-09-13 01:42:56.025
zec,usdc.eth,0,0,0.0,0,0,0,0.0,2023-09-13 01:43:00.019
dcr,ltc,15849000,0,0.0,0,15849000,15849000,0.0,2023-09-13 01:43:00.025
dgb,btc,28,0,0.0,0,28,28,0.0,2023-09-13 01:43:00.030
