baseID,quoteID,rate,bookVolume,change24,vol24,high24,low24,vol24USD,date
ltc,btc,245900,0,0.0,0,245900,245900,0.0,2023-09-03 01:44:08.024
zec,usdc.eth,0,0,0.0,0,0,0,0.0,2023-09-03 01:44:07.020
dcr,ltc,15849000,0,0.0,0,15849000,15849000,0.0,2023-09-03 01:44:07.022
dgb,btc,28,0,0.0,0,28,28,0.0,2023-09-03 01:44:06.017
doge,btc,0,0,0.0,0,0,0,0.0,2023-09-03 01:44:06.014
zec,btc,125300,0,0.0,0,125300,125300,0.0,2023-09-03 01:44:08.021
dcr,btc,51100,0,0.03024193548387097,160,51100,49600,2108.7118648113283,2023-09-03 01:44:00.029
eth,btc,699000,0,0.0,0,699000,699000,0.0,2023-09-03 01:44:07.022
btc,usdc.eth,29525450000,0,0.0,0,29525450000,29525450000,0.0,2023-09-03 01:44:07.022
dcr,usdc.eth,21097000,0,0.0,0,21097000,21097000,0.0,2023-09-03 01:44:06.011
