baseID,quoteID,rate,bookVolume,change24,vol24,high24,low24,vol24USD,date
zec,usdc.eth,0,0,0.0,0,0,0,0.0,2023-09-30 01:40:43.020
dcr,ltc,15849000,0,0.0,0,15849000,15849000,0.0,2023-09-30 01:40:43.023
dgb,btc,28,0,0.0,0,28,28,0.0,2023-09-30 01:40:42.023
ltc,btc,245900,0,0.0,0,245900,245900,0.0,2023-09-30 01:40:40.025
zec,btc,125300,0,0.0,0,125300,125300,0.0,2023-09-30 01:40:40.022
dcr,btc,51600,0,0.005847953216374269,920,51800,50600,12562.201814134933,2023-09-30 01:40:40.187
eth,btc,699000,0,0.0,0,699000,699000,0.0,2023-09-30 01:40:43.023
btc,usdc.eth,29525450000,0,0.0,0,29525450000,29525450000,0.0,2023-09-30 01:40:43.023
dcr,usdc.eth,21097000,0,0.0,0,21097000,21097000,0.0,2023-09-30 01:40:42.020
doge,btc,0,0,0.0,0,0,0,0.0,2023-09-30 01:40:42.023
